title,artist,album,language_id,scaled_vectorized_features_str
3 Batidas - Ao Vivo,Guilherme & Benuto,3 Batidas (Ao Vivo),21.0,"3.591034201385415,3.423362157101411,-1.502989234776545,1.3099747601259915,2.115962738440263,0.0,2.216868067195308,4.100492536137659,2.9084015152421228"
3 Hulluu Sanaa,Ollie,Villi Sydän,8.0,"4.898639046455104,2.829464349875073,-1.8212855750208512,0.4133021142413012,0.3878687834784115,0.0,2.448230009691972,3.7328183982369834,1.107962481996999"
3 Koputusta,"Turisti, Varkemaa",Linnunrata,8.0,"5.0482654715128294,2.6363268515900855,-1.9645327550786709,0.7626287169415656,0.14614341663204436,0.14455603238029635,1.7246981167933135,4.7758230569046685,1.107962481996999"
3 Shots,Unge Ferrari,Midt Imellom Magisk Og Manisk (Deluxe),7.0,"4.924661033421665,2.3852481038196007,-2.0060135987247576,0.9738494534580046,0.7930531376478236,0.0,1.081091258575321,4.636746469410797,0.9694671717473742"
3 Sneen,Lina Makoul,3 Sneen,8.0,"3.155165919695518,2.5059590402477183,-2.2125882000822696,1.279510230820736,0.08380736214444248,0.0,0.849729316078657,3.64246046488778,1.107962481996999"
365 วันกับเครื่องบินกระดาษ,BNK48,Aitakatta อยากจะได้พบเธอ,19.0,"4.052924470041872,2.9501752863031907,-1.266824964951491,0.25387107754379684,1.963585716359458,0.0,1.9013745092453116,3.6967589219409294,2.631410894742873"
366.Gün,Sagopa Kajmer,366.Gün,14.0,"3.5780232079021346,2.9791459110459386,-2.4086543210494407,0.5219589354300462,0.41903681072221244,0.0,2.094877224787976,2.8943483899332803,1.9389343434947484"
388,Gác Mái,Đỏ Tươi,18.0,"2.563165716206256,3.8675784031568834,-1.6738903105984226,0.39806984958867336,0.11393645514678338,0.01164621038258218,1.1441899701653202,5.579314675725835,2.492915584493248"
3D-kriisit,Apulanta,3D-kriisit,8.0,"3.6560891688018176,2.8198074749608235,-2.9196983147692297,0.3879150064869215,0.009558195021432283,3.754370452279782E-5,1.3082466202993184,3.2441322847586407,1.107962481996999"
3am in Jakarta,"Emir Hermono, A. Nayaka",3am in Jakarta,20.0,"2.589187703172817,3.355764032701665,-2.6564332270953988,0.9992365612123842,0.9038727900702269,0.0010624612980601287,2.317826005739307,2.4083475566046433,2.769906204992498"
4 Napja,T. Danny,Szívtelen,12.0,"5.236924877020397,2.8391212247893223,-1.3746751584313166,0.775830012973843,1.7384832973764517,0.001930819089743888,1.9266139938813114,4.878177566507105,1.6619437229954985"
44釐米,A TEAM,44釐米,16.0,"3.2657593643034026,2.6652974763328334,-1.7427485110509267,0.26504140495572387,0.2593872489511877,0.0,0.9464806738499891,5.370978784630451,2.215924963993998"
4am in Caloocan (Freestyle),Ryke,4am in Caloocan (Freestyle),25.0,"3.974858509142189,3.7323821543573916,-1.875210671760764,2.9550593426097946,0.5921925176322177,0.0,1.8677218630639787,3.0676361440097724,3.462382756240622"
5 Km - Ao Vivo,Henrique & Juliano,O Céu Explica Tudo (Ao Vivo),21.0,"4.300133346224202,3.5102740313296557,-1.5820793766617507,0.3239394949458847,0.9177252466230273,0.0,2.153769355605309,3.70408241325831,2.9084015152421228"
50 Meninas,DUDA BEAT,Te Amo Lá Fora,21.0,"4.039913476558592,2.8439496622464473,-2.1340511361123458,0.5707021823184553,0.6614548003962196,0.0,2.2042483248773084,4.6269120667846,2.9084015152421228"
591,Enno Cheng,給天王星,16.0,"4.599386196339652,2.4528462282193466,-3.077602059582,0.3493266027002644,2.0051430860178594,2.8196088294672645E-5,3.2853395834526293,3.522564449891809,2.215924963993998"
60 Năm Cuộc Đời (feat. Lor),RAP VIỆT,"Rap Việt, Vòng 1",18.0,"5.269452360728598,3.119170597302555,-0.8185553146161129,1.9497298755363595,1.108196524224033,0.0,0.2460849752009972,5.061439218282505,2.492915584493248"
600 Watt,Cash Flow,Suç Sokağı Sakinleri,14.0,"5.393056798819762,2.87774872444632,-1.9117138141693204,2.325459070301179,0.2593872489511877,0.0,0.3874260891625956,2.651068983123538,1.9389343434947484"
7 Nasihat,"Dato Sri Siti Nurhaliza, Kmy Kmo, Luca Sickta",7 Nasihat,20.0,"5.015737987804629,3.6647840299576457,-1.319920444818482,1.1271875842944579,1.8977865477336566,0.0,1.3166597818446515,3.6256513086259834,2.769906204992498"
7 soļi svaiga gaisa,Prāta Vētra,7 soļi svaiga gaisa,21.0,"3.7276496329598596,4.258681837183984,-1.8033105427742135,0.48235504733321394,0.5437089196974162,0.0013740485056643011,0.5636818235373269,4.74314633612188,2.9084015152421228"
70%可可,MisterLady,尾迹云,16.0,"3.5194737372273726,4.306966211755231,-1.4172621579079656,0.3990853338988486,0.08449998497208251,7.406581164361475E-6,1.5059559166146494,4.253414009598198,2.215924963993998"
70億にただ1つの奇跡,ACE COLLECTION,L.O.V.E.,16.0,"3.5715177111604945,2.192110605534613,-2.2247559142184556,0.28027366960835165,2.1055733960256626,1.0880012331096511E-5,1.7120783744753136,2.6156023608865095,2.215924963993998"
80番シアターの閉館,noid,80番シアターの閉館,16.0,"1.7369676300179453,2.6363268515900855,-2.7391183754299315,0.29652141857115466,1.1393645514678339,0.11135411681591734,0.5468555004466604,3.1174358849679593,2.215924963993998"
"9 Żyć (feat. Otsochodzi, schafter & PlanBe)",Kubi Producent,+18,9.0,"4.2285728820661586,3.022601848160061,-2.4830433006547556,1.594310366975044,0.07445695397130221,0.0,1.1820491971193199,4.954969604035065,1.246457792246624"
9月になること,teto,dystopia,16.0,"2.823385585871866,4.572530271897089,-0.962908650504495,0.4975873119858418,0.001073565382842032,6.231744152083448E-5,1.9434403169719778,3.364621153813638,2.215924963993998"
? (feat. Dế Choắt),RAP VIỆT,Rap Việt Tập 15,18.0,"4.417232287573726,3.8579215282426342,-1.7518742966530658,1.431832877347014,0.5298564631446158,0.0,0.3361058037360628,3.486993206350247,2.492915584493248"
A - Ao Vivo,Luan Santana,Live-Móvel (Ao Vivo),21.0,"4.501803745215049,2.55907185227609,-2.1138637922045835,0.40010081820902377,1.939343917392058,0.0,2.401957621192639,4.008181671770488,2.9084015152421228"
