title,artist,album,language_id,scaled_vectorized_features_str
A Culpa É Dele - Ao Vivo | Acústico,"Marília Mendonça, Maiara & Maraisa",Agora É Que São Elas 2 (Ao Vivo | Acústico),21.0,"5.451606269494524,2.906719349189068,-1.6517671939871763,1.8481814445188407,2.1713725646514646,0.0,3.066597383273965,4.391549005351265,2.9084015152421228"
A Culpa é do Meu Grau (feat. Zé Neto & Cristiano) - Ao Vivo em Brasília,Diego & Victor Hugo,Diego & Victor Hugo Ao Vivo em Brasília - EP1,21.0,"3.5259792339690126,4.229711212441235,-0.9341485989098748,0.9870507494902819,2.5072946360568746,0.0,2.6669722098706363,4.142201562878549,2.9084015152421228"
A Cura Tá no Coração,"Gabriel O Pensador, Cynthia Luz",A Cura Tá no Coração,21.0,"5.464617262977805,3.220567783902174,-1.8400902241404105,3.2089304201535915,0.806905594200624,0.0,3.188588225681297,3.2769833743823185,2.9084015152421228"
A Dama e o Vagabundo - Ao Vivo,Wesley Safadão,Ao Vivo Em Jurerê,21.0,"3.8252320840844636,4.051059026527621,-1.4167090799926847,1.5638458376697884,2.0397742273998607,5.8231051912910906E-6,3.6134528837206252,5.334849560798042,2.9084015152421228"
A Distância Tá Maltratando,"MC G15, MC Bruninho",A Distância Tá Maltratando,21.0,"4.664441163756055,2.8198074749608235,-1.3605716715916472,0.33815627528833736,0.5956556317704177,6.436063632479626E-6,2.780549890732635,5.301405617115337,2.9084015152421228"
A Divina Comédia,"Zeus, Nocivo Shomon, Gigante No Mic, Fabio Brazza, Rap Box",A Divina Comédia,21.0,"5.523166733652567,4.046230589070497,-0.6750315956006525,2.8433560684905244,1.5064546501170448,5.976344801588224E-4,2.9361933793212995,3.279529159459313,2.9084015152421228"
A Escolhida,Mc Pedrinho,A Escolhida,21.0,"5.471122759719445,3.35093559524454,-1.2471906989590098,0.5798415411100319,1.7384832973764517,1.9257111027339835E-4,3.066597383273965,4.603058409350846,2.9084015152421228"
A Farra Perdeu Pro Amor - Ao Vivo,Zé Neto & Cristiano,Esquece o Mundo Lá Fora (ao Vivo),21.0,"3.3112978414948846,3.9013774653567563,-1.0541665065258858,0.5534389490454771,2.261413532244667,0.0,2.7216577599153022,4.455298253580652,2.9084015152421228"
A Garagem Da Vizinha,Quim Barreiros,O Melhor De Quim Barreiros,21.0,"4.287122352740921,4.3600790237836025,-1.172248641438413,0.6529564114426454,0.436352381413213,0.0,3.9962517340332875,4.706633500839512,2.9084015152421228"
A Gente Continua,Zé Neto & Cristiano,"Zé Neto & Cristiano - Acústico, Pt. 3",21.0,"3.4999572470024516,3.2881659083019197,-1.166441323327961,0.6082751017949372,1.0701022687038317,0.0,3.2558935180439628,3.2773669858322765,2.9084015152421228"
