rank,trend,streams,popularity,duration_ms,af_danceability,af_energy,af_key,af_loudness,af_mode,af_speechiness,af_acousticness,af_instrumentalness,af_liveness,af_valence,af_tempo,af_time_signature,language_id,date
175.0,0.0,16184.0,0.0,166138.0,0.746,0.877,9.0,-3.782,0.0,0.0666,0.0375,8.33E-4,0.233,0.751,107.985,4.0,0.0,2015.0
177.0,0.0,16070.0,75.0,229160.0,0.652,0.607,0.0,-8.657,1.0,0.0368,0.0314,0.00285,0.0721,0.72,94.089,4.0,1.0,1985.0
178.0,2.0,16013.0,40.0,178440.0,0.709,0.637,10.0,-6.261,1.0,0.0434,0.443,0.0,0.197,0.899,98.055,4.0,1.0,2015.0
179.0,0.0,15920.0,0.0,244353.0,0.703,0.915,1.0,-2.893,1.0,0.0586,0.146,0.0,0.11,0.54,104.876,4.0,1.0,2016.0
181.0,0.0,15804.0,0.0,214866.0,0.599,0.838,0.0,-5.16,1.0,0.0996,0.0272,0.0,0.33,0.847,128.854,4.0,0.0,2016.0
182.0,0.0,15747.0,37.0,195313.0,0.739,0.833,1.0,-5.012,1.0,0.0463,0.35,0.0,0.266,0.699,117.99,4.0,0.0,2017.0
183.0,0.0,15701.0,47.0,231866.0,0.556,0.756,11.0,-3.377,1.0,0.0326,0.192,0.0,0.135,0.411,89.957,4.0,1.0,2016.0
184.0,1.0,15600.0,62.0,248786.0,0.686,0.776,1.0,-3.601,1.0,0.0837,0.16,1.02E-5,0.133,0.94,179.915,4.0,1.0,2007.0
185.0,1.0,15501.0,44.0,203773.0,0.719,0.709,7.0,-3.918,1.0,0.0333,0.0277,0.0,0.107,0.931,111.919,4.0,1.0,2012.0
186.0,0.0,14952.0,0.0,212040.0,0.74,0.859,0.0,-4.742,0.0,0.033,0.0365,1.08E-5,0.0639,0.782,130.011,4.0,0.0,2015.0
187.0,0.0,14900.0,0.0,248093.0,0.715,0.656,8.0,-5.673,1.0,0.0484,0.391,0.0,0.115,0.593,110.055,4.0,1.0,2016.0
188.0,0.0,14834.0,81.0,263786.0,0.638,0.924,7.0,-3.887,1.0,0.036,0.00205,1.75E-4,0.149,0.53,111.995,4.0,0.0,2015.0
189.0,0.0,14786.0,54.0,206013.0,0.63,0.713,0.0,-5.8,1.0,0.0443,0.264,0.0,0.185,0.547,81.999,4.0,1.0,2016.0
190.0,0.0,14783.0,75.0,210920.0,0.639,0.785,10.0,-6.167,0.0,0.174,0.0174,0.00107,0.0512,0.686,191.95,4.0,0.0,2016.0
191.0,0.0,14684.0,63.0,281920.0,0.637,0.455,11.0,-4.254,1.0,0.0308,0.165,0.0,0.26,0.619,147.233,4.0,1.0,2014.0
192.0,0.0,14498.0,0.0,205680.0,0.845,0.567,5.0,-8.118,0.0,0.0956,0.59,0.00142,0.0811,0.793,125.02,4.0,0.0,2015.0
194.0,1.0,14483.0,33.0,177346.0,0.755,0.859,2.0,-6.138,1.0,0.0345,0.0865,0.0,0.256,0.926,100.024,4.0,1.0,2015.0
195.0,1.0,14419.0,0.0,183266.0,0.773,0.918,9.0,-3.443,0.0,0.0461,0.236,9.3E-6,0.053,0.921,99.966,4.0,1.0,1980.0
196.0,1.0,14397.0,54.0,155520.0,0.68,0.73,2.0,-5.713,1.0,0.0315,0.1,1.25E-6,0.089,0.935,108.997,4.0,1.0,2016.0
197.0,0.0,14304.0,23.0,176561.0,0.723,0.809,7.0,-3.081,0.0,0.0625,0.00346,0.00123,0.565,0.274,98.007,4.0,0.0,2015.0
199.0,1.0,14232.0,45.0,234813.0,0.534,0.734,1.0,-5.277,0.0,0.229,0.0183,0.0,0.332,0.809,210.158,4.0,1.0,2015.0
