_c0,title,artist,album,af_danceability,af_energy,af_loudness,af_speechiness,af_acousticness,af_instrumentalness,af_valence,af_tempo
7402029,,Nissy,,0.684,0.78,-4.352,0.0351,0.00234,0.0,0.762,127.95
485174,!,O.S.T.R.,W drodze po szczęście,0.561,0.798,-7.064,0.32,0.307,0.0,0.14,140.837
13259484,"\"\"\"Eungenio\"\" Salvador Dali\"",Mecano,Descanso Dominical/Une Femme Avec Une Femme,0.381,0.199,-15.769,0.052,0.925,0.000679,0.0456,145.726
486856,"\"A Lovely Night - From \"\"La La Land\"\" Soundtrack\"","Ryan Gosling, Emma Stone",La La Land (Original Motion Picture Soundtrack),0.3,0.487,-8.635,0.0515,0.342,0.00295,0.502,165.794
5438893,"\"A Whole New World - From \"\"Aladdin\"\"\"","gamaliél, Isyana Sarasvati","\"A Whole New World (From \"\"Aladdin\"\")\"",0.412,0.357,-7.409,0.0318,0.73,0.0,0.273,120.256
8957435,"\"Aaina (From \"\"The Body\"\")\"","Arko, Tulsi Kumar, Neha Kakkar","\"Aaina (From \"\"The Body\"\")\"",0.509,0.439,-6.571,0.031,0.513,0.0,0.367,111.298
9020124,"\"Aari Aari (From \"\"Satellite Shankar\"\")\"","Romy, Bombay Rockers, Tanishk Bagchi","\"Aari Aari (From \"\"Satellite Shankar\"\")\"",0.709,0.917,-2.987,0.0689,0.0987,1.6e-05,0.546,101.967
14220440,"\"Aattuthottil - From \"\"Athiran\"\"\"","P. S. Jayhari, P. Jayachandran, Fahad Fazil","\"Aattuthottil (From \"\"Athiran\"\")\"",0.568,0.266,-12.171,0.0315,0.806,0.0,0.239,85.935
13726725,"\"After Met You (From \"\"After Met You\"\")\"","Ari Irham, Yoriko Angeline","\"After Met You (From \"\"After Met You\"\")\"",0.641,0.518,-8.418,0.0298,0.483,6.99e-06,0.641,105.097
6784683,"\"Aila Re (From \"\"Malaal\"\")\"","Vishal Dadlani, Shreyas Puranik, Sanjay Leela Bhansali","\"Aila Re (From \"\"Malaal\"\")\"",0.729,0.907,-4.021,0.0528,0.27,0.0,0.561,130.025
23859729,"\"Akala ko - From \"\"Can't Help Falling in Love\"\"\"",Matteo Guidicelli,"\"Akala ko (From \"\"Can't Help Falling in Love\"\")\"",0.442,0.434,-9.291,0.0289,0.421,5.09e-05,0.101,109.641
11758816,"\"Ankliv - Från \"\"Ankliv\"\"\"",Haakon Pedersen,Disney TV-Klassiker,0.651,0.588,-5.403,0.237,0.66,0.0,0.92,177.122
9474679,"\"Arey Pyaar Kar Le (From \"\"Shubh Mangal Zyada Saavdhan\"\")\"","Ayushmann Khurrana, Ikka, Bappi Lahiri, Tanishk Bagchi","\"Arey Pyaar Kar Le (From \"\"Shubh Mangal Zyada Saavdhan\"\")\"",0.746,0.925,-3.627,0.0694,0.0764,5.64e-05,0.924,131.975
20727161,"\"Arikil - From \"\"Arikil\"\"\"","Amal Antony Agustin, Matadoria","\"Arikil (From \"\"Arikil\"\")\"",0.408,0.277,-15.673,0.0485,0.589,0.000116,0.227,99.417
4273890,"\"Bandeya (feat. Arijit Singh) - From \"\"Dil Juunglee\"\"\"",Shaarib Toshi,"\"Bandeya (From \"\"Dil Juunglee\"\")\"",0.465,0.551,-6.58,0.0362,0.619,6.03e-06,0.415,89.459
19567717,"\"Bang Bang - From \"\"Gauthamante Radham\"\"\"","Ankit Menon, Sayanora Philip, Neeraj Madhav","\"Bang Bang (From \"\"Gauthamante Radham\"\")\"",0.677,0.474,-9.501,0.285,0.361,9.87e-05,0.837,172.076
22707478,"\"Be Alive (Original Song from the Motion Picture \"\"King Richard\"\")\"",Beyoncé,"\"Be Alive (Original Song from the Motion Picture \"\"King Richard\"\")\"",0.673,0.518,-3.983,0.066,0.0415,1.1e-06,0.242,78.933
10196660,"\"Bhankas (From \"\"Baaghi 3\"\")\"","Bappi Lahiri, Dev Negi, Jonita Gandhi, Tanishk Bagchi","\"Bhankas (From \"\"Baaghi 3\"\")\"",0.62,0.966,-3.72,0.334,0.469,1.79e-06,0.783,112.969
14208411,"\"Bukan Cinta - From \"\"Cari Aku Di Syurga\"\" Soundtrack\"",Amylea,"\"Bukan Cinta (From \"\"Cari Aku Di Syurga\"\" Soundtrack)\"",0.425,0.601,-7.966,0.0363,0.197,0.000808,0.324,75.007
22608217,"\"Burn Butcher Burn - from \"\"The Witcher: Season 2\"\" Soundtrack\"","Joseph Trapanese, Joey Batey",The Witcher: Season 2 (Soundtrack from the Netflix Original Series),0.344,0.219,-15.187,0.0653,0.636,0.0,0.183,78.341
12581009,"\"Cagayake! Girls (From \"\"K-On!\"\")\"",Sakurakou K-ON Bu,"\"Cagayake! Girls (from \"\"K-ON!\"\")\"",0.428,0.978,-2.562,0.104,0.0186,0.00201,0.769,170.036
13976986,"\"Check The Timin' - Fra TV-Programmet \"\"The Voice\"\"\"",Endre Gryting,"\"Check The Timin' (Fra TV-Programmet \"\"The Voice\"\")\"",0.62,0.846,-4.04,0.267,0.0469,0.0,0.735,83.387
496375,"\"Climb Every Mountain (\"\"The Sound of Music\"\" Revisited)\"","The Makemakes, Joshua Ledet","\"Climb Every Mountain (\"\"The Sound of Music\"\" Revisited)\"",0.572,0.583,-5.277,0.0278,0.0835,0.0,0.112,102.036
20709790,"\"Coconut Mall (From \"\"Mario Kart Wii\"\")\"",Arcade Player,"Mario Kart Wii, The Themes",0.777,0.633,-8.354,0.0367,0.186,0.197,0.96,130.069
23322842,"\"Credits - From \"\"La La Land\"\" Score\"",Justin Hurwitz,La La Land (Original Motion Picture Score),0.611,0.639,-8.434,0.0397,0.0285,0.902,0.77,125.936
4235933,"\"Dil Mein Ho Tum (From \"\"Cheat India\"\")\"","Armaan Malik, Rochak Kohli, Bappi Lahiri","\"Dil Mein Ho Tum (From \"\"Cheat India\"\")\"",0.608,0.653,-7.573,0.0427,0.507,0.000243,0.423,86.933
5438763,"\"Dil Royi Jaye (From \"\"De De Pyaar De\"\")\"","Arijit Singh, Rochak Kohli","\"Dil Royi Jaye (From \"\"De De Pyaar De\"\")\"",0.593,0.521,-7.694,0.0269,0.731,0.0,0.542,99.031
21489429,"\"Dosti (From \"\"RRR\"\")\"","Hemachandra Vedala, M. M. Keeravani","\"Dosti (From \"\"RRR\"\")\"",0.681,0.69,-8.609,0.0449,0.507,9.04e-05,0.583,75.002
13677303,"\"Ek Ladki Ko Dekha Toh Aisa Laga (From \"\"Ek Ladki Ko Dekha Toh Aisa Laga\"\")\"","Darshan Raval, Rochak Kohli","\"Ek Ladki Ko Dekha Toh Aisa Laga (From \"\"Ek Ladki Ko Dekha Toh Aisa Laga\"\") - Single\"",0.537,0.604,-7.576,0.054,0.757,0.0,0.41,173.915
12349989,"\"El corrido de Miguel Rivera - Inspirado en \"\"Coco\"\"\"",Bronco,Coco (Banda Sonora Original en Español),0.551,0.58,-8.524,0.0484,0.357,0.0,0.461,149.963
20288054,"\"Emily's Room \"\"Sweet and Bitter\"\" - Re-Recorded Version\"",Ezio Bosso,The 12th Room,0.169,0.00802,-28.629,0.051,0.993,0.829,0.0783,181.221
19199321,"\"Endless Love - From \"\"The Endless Love\"\" Soundtrack\"","Lionel Richie, Diana Ross",The Definitive Collection,0.456,0.332,-9.775,0.025,0.665,0.000248,0.237,93.633
486853,"\"Epilogue - From \"\"La La Land\"\" Soundtrack\"",Justin Hurwitz,La La Land (Original Motion Picture Score),0.402,0.279,-11.547,0.0424,0.675,0.852,0.144,127.216
12372413,"\"Es el Fúbol / Vamos Boys / Arriba Alianza / Y Dale \"\"U\"\" / Perú Campeón\"",Los Aguirre,Orgullosos de Ser Peruanos,0.753,0.813,-4.292,0.0335,0.605,0.0,0.964,137.242
25129898,"\"Evermore - From \"\"Beauty and the Beast\"\"\"",Josh Groban,"\"Evermore (From \"\"Beauty and the Beast\"\")\"",0.242,0.361,-8.615,0.0325,0.795,1.19e-05,0.234,96.661
14237351,"\"Faire un pont \"\"(take me home) country roads\"\"\"",Dick Rivers,Mississippi river's,0.543,0.541,-11.351,0.0255,0.462,9.46e-05,0.737,89.81
9443955,"\"Fallin' - Original Song from the TV Series \"\"The Secret Daughter\"\"\"",Jessica Mauboy,"\"Fallin' (Original Song from the TV Series \"\"The Secret Daughter\"\")\"",0.729,0.474,-5.478,0.0321,0.176,0.0,0.351,124.972
987693,"\"For Aisha (Featured in \"\"The Sky Is Pink\"\")\"","MEMBA, EVAN GIIA, Nooran Sisters","\"For Aisha (Featured in \"\"The Sky Is Pink\"\")\"",0.568,0.622,-6.548,0.109,0.063,0.0018,0.109,76.984
15807467,"\"Ghalat Fehmi - From \"\"Superstar\"\"\"","Asim Azhar, Zenab Fatimah Sultan","\"Ghalat Fehmi (From \"\"Superstar\"\")\"",0.758,0.588,-7.777,0.091,0.608,9.3e-05,0.796,134.014
586436,"\"Ghungroo (From \"\"War\"\")\"","Arijit Singh, Shilpa Rao","\"Ghungroo (From \"\"War\"\")\"",0.695,0.727,-6.274,0.0323,0.0744,0.000175,0.864,118.034
21756796,"\"Gladiator Rhapsody (From \"\"Gladiator\"\")\"","Hans Zimmer, Lang Lang",Hans Zimmer - The Classics,0.469,0.0141,-17.641,0.05,0.976,0.894,0.08,69.767
23553975,"\"Hawaiian Roller Coaster Ride - From \"\"Lilo & Stitch\"\"/Soundtrack Version\"","Mark Keali'i Ho'omalu, Kamehameha Schools Children's Chorus",Lilo & Stitch,0.702,0.624,-9.927,0.0285,0.314,0.0152,0.947,114.542
21481269,"\"Hey Crush - From \"\"Vince & Kath & James\"\"\"",Joshua Garcia,"\"Hey Crush (From \"\"Vince & Kath & James\"\")\"",0.766,0.517,-6.302,0.03,0.534,0.0,0.73,109.054
607162,"\"Humnava Mere (From \"\"Humnava Mere\"\")\"",Jubin Nautiyal,Romantic Hits By Jubin Nautiyal,0.4,0.553,-8.263,0.0337,0.471,2.96e-06,0.365,79.269
7697969,"\"Hurt Me - From \"\"Songland\"\"\"",Meghan Trainor,"\"Hurt Me (From \"\"Songland\"\")\"",0.873,0.651,-5.937,0.0759,0.219,0.0,0.675,113.001
918054,"\"I Believe (feat. Demi Lovato) - As featured in the Walt Disney Pictures' \"\"A WRINKLE IN TIME\"\"\"",DJ Khaled,"\"I Believe (feat. Demi Lovato) [As featured in the Walt Disney Pictures' \"\"A WRINKLE IN TIME\"\"]\"",0.354,0.631,-8.576,0.11,0.184,0.0,0.34,175.593
457385,"\"I See Fire - From \"\"The Hobbit - The Desolation Of Smaug\"\"\"",Ed Sheeran,The Hobbit - The Desolation Of Smaug (Original Motion Picture Soundtrack / Special Edition),0.581,0.0549,-20.514,0.0397,0.559,0.0,0.234,152.037
19200050,"\"Jellicle Songs For Jellicle Cats - From The Motion Picture Soundtrack \"\"Cats\"\"\"","\"Cast Of The Motion Picture \"\"Cats\"\"\"",Cats: Highlights From The Motion Picture Soundtrack,0.497,0.624,-7.645,0.334,0.111,0.0,0.361,141.835
8955840,"\"Jinke Liye (From \"\"Jaani Ve\"\")\"","Neha Kakkar, B Praak","\"Jinke Liye (From \"\"Jaani Ve\"\")\"",0.45,0.42,-5.818,0.0345,0.886,1.39e-05,0.383,119.149
23713659,"\"Johnny B. Goode - From \"\"Back To The Future\"\" Soundtrack\"","Marty McFly, Starlighters",Back To The Future (Original Motion Picture Soundtrack),0.563,0.46,-14.711,0.0437,0.63,8.54e-05,0.934,169.25
13083069,"\"Kaathalae Kaathalae - From \"\"96\"\"\"","Govind Vasantha, Chinmayi","\"Kaathalae Kaathalae (From \"\"96\"\")\"",0.301,0.248,-12.885,0.0332,0.926,0.0373,0.0689,94.637
19800186,"\"Kadhaippoma (From \"\"Oh My Kadavule\"\")\"","Leon James, Sid Sriram","\"Kadhaippoma (From \"\"Oh My Kadavule\"\")\"",0.575,0.577,-6.674,0.0432,0.451,3.98e-06,0.157,90.012
4245741,"\"Kapit (From \"\"Alone / Together\"\")\"",Armi Millare,"\"Kapit (From \"\"Alone / Together\"\")\"",0.381,0.323,-11.428,0.0272,0.743,2.38e-06,0.417,87.622
20053328,"\"Kapitel 1 \"\"Intro\"\" - EXIT RACISM\"","Tupoka Ogette, Kira Soltani, Anne Tetzner, Anne Schmidt, Christian Cante, Leo Struck",EXIT RACISM (rassismuskritisch denken lernen),0.623,0.24,-10.986,0.811,0.366,0.0,0.327,171.917
20054672,"\"Kapitel 5, Teil 7 - \"\"Die Geschichte des Rassismus - oder: Wie Happyland entstand\"\" - EXIT RACISM\"","Tupoka Ogette, Kira Soltani, Anne Tetzner, Anne Schmidt, Christian Cante, Leo Struck",EXIT RACISM (rassismuskritisch denken lernen),0.691,0.317,-10.488,0.945,0.257,0.0,0.293,93.382
20080118,"\"Kapitel 6, Teil 15 - \"\"Rassismus und Weißsein heute\"\" - EXIT RACISM\"","Tupoka Ogette, Kira Soltani, Anne Tetzner, Anne Schmidt, Christian Cante, Leo Struck",EXIT RACISM (rassismuskritisch denken lernen),0.719,0.318,-11.468,0.909,0.697,0.0,0.255,125.139
12827604,"\"La bikina - Inspirado en \"\"COCO\"\"\"",Karol Sevilla,"\"La bikina (Inspirado en \"\"COCO\"\")\"",0.568,0.951,-1.439,0.0888,0.0722,1.51e-06,0.791,159.948
7218614,"\"Laung Laachi Title Track (From \"\"Laung Laachi\"\")\"","Mannat Noor, Gurmeet Singh","\"Laung Laachi Title Track (From \"\"Laung Laachi\"\")\"",0.714,0.818,-2.666,0.0416,0.502,0.0,0.742,97.999
17705103,"\"Let It Go - From \"\"Frozen / Single Version\"",Demi Lovato,Demi (Deluxe),0.503,0.657,-5.866,0.0359,0.0269,0.0,0.246,139.918
537198,"\"Lies In The Dark - From \"\"Fifty Shades Darker\"\" (Original Motion Picture Soundtrack)\"",Tove Lo,Fifty Shades Darker (Original Motion Picture Soundtrack),0.303,0.444,-7.812,0.0493,0.0247,0.0,0.162,177.501
18622722,"\"Love You Na Yaar - From \"\"Love You Na Yaar\"\"\"","Sanju Rathod, Sonali Sonawane","\"Love You Na Yaar (From \"\"Love You Na Yaar\"\")\"",0.659,0.669,-6.635,0.0681,0.052,0.0,0.291,93.947
9046466,"\"Main Janta Hoon (From \"\"The Body\"\")\"","Jubin Nautiyal, Shamir Tandon","\"Main Janta Hoon (From \"\"The Body\"\")\"",0.541,0.478,-8.202,0.0263,0.644,0.00167,0.49,90.051
21512792,"\"Mann Bharryaa 2.0 (From \"\"Shershaah\"\")\"",B Praak,"\"Mann Bharryaa 2.0 (From \"\"Shershaah\"\")\"",0.428,0.467,-4.904,0.0327,0.68,0.0,0.193,90.831
21060668,"\"Masih Berharap - From \"\"Ayat Ayat Cinta 2\"\"\"",Isyana Sarasvati,"\"Masih Berharap (From \"\"Ayat Ayat Cinta 2\"\")\"",0.527,0.29,-9.361,0.0279,0.693,0.000878,0.371,93.883
14256005,"\"Mayilaanjiye - From \"\"Sivappu Manjal Pachai\"\"\"","Siddhu Kumar, Anand Aravindakshan, Shashaa Tirupati","\"Mayilaanjiye (From \"\"Sivappu Manjal Pachai\"\")\"",0.391,0.501,-9.247,0.066,0.68,1.76e-06,0.601,187.433
22111557,"\"Miracle Worker - Damian \"\"Jr Gong\"\" Marley Main Mix - Radio Edit\"",SuperHeavy,SuperHeavy,0.717,0.739,-3.79,0.119,0.028,0.0,0.804,81.498
12384037,"\"Monster - From \"\"Frozen: The Broadway Musical\"\" / First Listen\"","Caissie Levy, John Riddle, Male Ensemble - Frozen: The Broadway Musical","\"Monster (From \"\"Frozen: The Broadway Musical\"\" / First Listen)\"",0.425,0.44,-6.915,0.0363,0.099,0.0,0.201,93.438
12836642,"\"Mr. Kupido - From \"\"A Love So Beautiful\"\"\"",Natsumi,"\"Mr. Kupido (From \"\"A Love So Beautiful\"\")\"",0.736,0.674,-4.695,0.0664,0.381,0.0,0.762,126.088
9419722,"\"My Life Is Going On - From \"\"La casa de papel\"\"\"",Cecilia Krull,"\"My Life Is Going On (From \"\"La casa de papel\"\")\"",0.529,0.627,-9.126,0.0315,0.131,4.74e-06,0.341,99.962
586549,"\"Naah Goriye (From \"\"Bala\"\")\"","B Praak, Harrdy Sandhu, Swasti Mehul","\"Naah Goriye (From \"\"Bala\"\")\"",0.823,0.765,-1.695,0.0633,0.464,0.0,0.715,99.96
14321634,"\"Njan Jackson Allada - From \"\"Ambili\"\"\"","Vishnu Vijay, Anthony Daasan","\"Njan Jackson Allada (From \"\"Ambili\"\")\"",0.832,0.596,-8.49,0.0494,0.0165,7.1e-06,0.545,133.953
21255300,"\"OH.MY.GOSH - From \"\"Sing\"\" Original Motion Picture Soundtrack\"",Bunnies,Sing (Original Motion Picture Soundtrack / Deluxe),0.931,0.78,-5.19,0.162,0.00706,0.0654,0.334,129.971
954364,"\"One Woman Man - From \"\"Fifty Shades Darker (Original Motion Picture Soundtrack)\"\"\"",John Legend,Fifty Shades Darker (Original Motion Picture Soundtrack),0.521,0.623,-5.464,0.0353,0.0609,0.0,0.302,129.899
6990283,"\"Outfit (From \"\"Ujda Chaman\"\")\"",Guru Randhawa,"\"Outfit (From \"\"Ujda Chaman\"\")\"",0.721,0.89,-3.738,0.0545,0.341,0.0,0.624,89.989
4836962,"\"Pani Da Rang Male (From \"\"Vicky Donor\"\")\"",Ayushmann Khurrana,Vicky Donor,0.679,0.622,-8.514,0.0328,0.272,6.52e-05,0.483,98.028
586624,"\"Photo (From \"\"Luka Chuppi\"\")\"","Karan Sehmbi, Tanishk Bagchi, Goldboy","\"Photo (From \"\"Luka Chuppi\"\")\"",0.739,0.644,-5.881,0.0503,0.103,0.0,0.315,94.996
23700543,"\"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 \"\"Moonlight\"\": I. Adagio sostenuto\"","Ludwig van Beethoven, Jenő Jandó","Beethoven: Piano Sonatas Nos. 8, 14 and 23",0.205,0.00644,-38.382,0.0604,0.995,0.872,0.147,163.137
13675628,"\"Prema Vennela (From \"\"Chitralahari\"\")\"",Sudharshan Ashok,"\"Prema Vennela (From \"\"Chitralahari\"\")\"",0.636,0.632,-8.744,0.0375,0.534,1.6e-05,0.763,80.064
12511509,"\"Prom (Original Soundtrack from the movie \"\"Never Not Love You\"\")\"",JaDine,"\"Prom (Original Soundtrack from the movie \"\"Never Not Love You\"\")\"",0.413,0.276,-8.036,0.0305,0.755,0.0,0.343,139.625
21255261,"\"Pump Up The Volume (USA 12\"\" Mix)\"",M/A/R/R/S,Best Of Colourbox 82/87,0.708,0.805,-8.081,0.0467,0.000363,0.789,0.558,113.033
9541363,"\"Rahogi Meri (From \"\"Love Aaj Kal\"\")\"","Pritam, Arijit Singh","\"Rahogi Meri (From \"\"Love Aaj Kal\"\")\"",0.468,0.432,-7.398,0.0242,0.56,0.000111,0.273,83.04
21512789,"\"Ranjha (From \"\"Shershaah\"\")\"","Jasleen Royal, B Praak, Romy, Anvita Dutt","\"Ranjha (From \"\"Shershaah\"\")\"",0.603,0.573,-5.843,0.0502,0.478,0.0,0.236,82.941
11583318,"\"Rhythm Is A Dancer - 7\"\" Edit\"",SNAP!,The Madman's Return,0.797,0.756,-11.334,0.0351,0.264,0.000703,0.731,124.278
13095130,"\"Rigoletto / Act 3: \"\"La donna è mobile\"\"\"","Giuseppe Verdi, Luciano Pavarotti, London Symphony Orchestra, Richard Bonynge",Pavarotti singt Verdi,0.386,0.128,-16.273,0.0371,0.966,2.39e-06,0.363,66.187
20951972,"\"Rock Me - Live Version from The Motion Picture \"\"One Direction: This Is Us\"\"\"",One Direction,Story of My Life,0.507,0.889,-5.652,0.0468,0.00104,0.0,0.493,83.992
21106632,"\"Rocket to the Moon (From the Netflix Film \"\"Over the Moon\"\")\"",Cathy Ang,"\"Rocket to the Moon (From the Netflix Film \"\"Over the Moon\"\")\"",0.291,0.229,-9.926,0.0399,0.81,0.0,0.177,94.075
6438953,"\"SPIRIT - From Disney's \"\"The Lion King\"\"\"",Beyoncé,The Lion King: The Gift,0.238,0.435,-8.096,0.0497,0.00956,0.0,0.0447,78.797
484226,"\"Sesungguhnya Aku - From \"\"Red Velvet\"\" Soundtrack\"",Alif Satar,"\"Sesungguhnya Aku (From \"\"Red Velvet\"\" Soundtrack)\"",0.529,0.533,-5.016,0.0293,0.688,0.0,0.26,132.071
8357782,"\"Shayad (From \"\"Love Aaj Kal\"\")\"","Pritam, Arijit Singh","\"Shayad (From \"\"Love Aaj Kal\"\")\"",0.487,0.456,-7.144,0.0319,0.789,1.79e-06,0.348,136.088
6990377,"\"Singappenney (From \"\"Bigil\"\")\"","A.R. Rahman, Shashaa Tirupati","\"Singappenney (From \"\"Bigil\"\")\"",0.741,0.623,-9.597,0.0758,0.188,1.57e-05,0.525,140.038
12958583,"\"Skyrim - \"\"Dragonborn Theme”\"",Video Games Live,Level 3,0.231,0.509,-10.423,0.0808,0.845,0.911,0.245,69.288
493434,"\"Someone In The Crowd - From \"\"La La Land\"\" Soundtrack\"","Emma Stone, Callie Hernandez, Sonoya Mizuno, Jessica Rothe",La La Land (Original Motion Picture Soundtrack),0.618,0.542,-9.155,0.193,0.0915,1.18e-05,0.273,127.91
14027277,"\"Something Just Like This - Fra TV-Programmet \"\"The Voice\"\"\"",Maria Engås Halsne,"\"Something Just Like This (Fra TV-Programmet \"\"The Voice\"\")\"",0.67,0.703,-5.463,0.0252,0.0871,0.0,0.636,104.023
23324011,"\"Stabat Mater, P. 77: I. Duo \"\"Stabat mater dolorosa\"\"\"","Giovanni Battista Pergolesi, Lucy Crowe, Tim Mead, La Nuova Musica, David Bates",Pergolesi: Stabat Mater / Bach: Cantatas Nos. 54 & 170,0.0866,0.0427,-22.406,0.041,0.938,0.000641,0.0396,71.43
19552584,"\"Symphony No. 2 in C Minor, Op. 17, \"\"Little Russian\"\": III. Scherzo. Allegro molto vivace\"","Pyotr Ilyich Tchaikovsky, Yuri Botnari, Moscow Philharmonic Orchestra","Pyotr Ilyich Tchaikovsky: Symphony No. 2 in C Minor, Op. 17",0.366,0.144,-23.69,0.0491,0.937,0.924,0.328,84.176
467999,"\"Tentang Rahsia - From \"\"Adellea Sofea\"\" Soundtrack\"","Judika, Shila Amzah","\"Tentang Rahsia (From \"\"Adellea Sofea\"\" Soundtrack)\"",0.346,0.376,-6.717,0.0282,0.793,5.05e-05,0.124,143.425
586493,"\"Tera Yaar Hoon Main (From \"\"Sonu Ke Titu Ki Sweety\"\")\"",Arijit Singh,Arijit Singh Broken Strings,0.559,0.541,-5.525,0.0313,0.34,4.66e-06,0.309,83.978
6947646,"\"Teri Ban Jaungi Acoustic (From \"\"T-Series Acoustics\"\")\"","Amruta Fadnavis, Akhil Sachdeva","\"Teri Ban Jaungi Acoustic (From \"\"T-Series Acoustics\"\")\"",0.431,0.461,-5.901,0.0582,0.909,0.0,0.265,177.105
12579157,"\"The Beast - From \"\"Sicario\"\"\"",Jóhann Jóhannsson,Sicario (Original Motion Picture Soundtrack),0.168,0.0383,-23.447,0.0382,0.48,0.856,0.0342,92.746
22114385,"\"The Council of Elrond (feat. \"\"Aniron\"\") [Theme for Aragorn and Arwen]\"","Howard Shore, Enya",The Lord of the Rings: The Fellowship of the Ring (Original Motion Picture Soundtrack),0.104,0.111,-20.031,0.0517,0.979,0.926,0.039,83.933
23325561,"\"The Four Seasons, Violin Concerto No. 4 in F Minor, RV 297 \"\"Winter\"\": II. Largo\"","Antonio Vivaldi, Dmitry Sinkovsky, La Voce Strumentale",Sinkovsky Plays and Sings Vivaldi,0.33,0.0649,-25.176,0.0443,0.898,6.19e-05,0.34,83.398
14367040,"\"The Whole \"\"Being Dead\"\" Thing\"","Alex Brightman, Beetlejuice Original Broadway Cast Recording Ensemble",Beetlejuice (Original Broadway Cast Recording),0.525,0.84,-5.779,0.123,0.433,0.0,0.666,155.95
2063633,"\"This Is Me - Alan Walker Relift (From \"\"The Greatest Showman\"\")\"","Keala Settle, The Greatest Showman Ensemble","\"This Is Me (Alan Walker Relift; from \"\"The Greatest Showman\"\")\"",0.422,0.824,-3.447,0.0756,0.129,0.0,0.294,95.331
12313754,"\"Training Montage - From \"\"Rocky IV\"\" Soundtrack\"",Vince DiCola,Rocky IV,0.578,0.748,-8.702,0.0546,0.0145,0.723,0.345,81.107
23708875,"\"Try Everything - From \"\"Zootropolis\"\"\"",Shakira,"\"Try Everything (From \"\"Zootropolis\"\")\"",0.704,0.598,-4.922,0.0309,0.0283,0.0,0.472,115.483
586440,"\"Tujhe Kitna Chahne Lage (From \"\"Kabir Singh\"\")\"","Arijit Singh, Mithoon","\"Tujhe Kitna Chahne Lage (From \"\"Kabir Singh\"\")\"",0.427,0.396,-7.556,0.0366,0.736,0.0,0.306,70.368
6927736,"\"Tum Hi Ho Bandhu (From \"\"Cocktail\"\")\"","Neeraj Shridhar, Kavita Seth",Cocktail,0.714,0.892,-5.342,0.0516,0.00145,0.000817,0.899,134.997
21598581,"\"Tumse Bhi Zyada (From \"\"Tadap\"\")\"","Pritam, Arijit Singh","\"Tumse Bhi Zyada (From \"\"Tadap\"\")\"",0.511,0.816,-5.375,0.0674,0.466,0.0,0.688,89.018
20736908,"\"Ultraluminary (From the Netflix Film \"\"Over the Moon\"\")\"",Phillipa Soo,"\"Ultraluminary (From the Netflix Film \"\"Over the Moon\"\")\"",0.67,0.708,-7.064,0.0613,0.0764,0.0,0.246,129.955
23254862,"\"Un' altra cosa - Variazione sul tema \"\"Bere una cosa\"\"\"","Dargen D'Amico, Isabella Turso",Variazioni,0.603,0.573,-8.87,0.191,0.861,5.52e-05,0.815,86.929
20288057,"\"Una melodia di Gluck \"\"The Therapy Room\"\" - Re-Recorded Version\"","Christoph Willibald Gluck, Ezio Bosso",The 12th Room,0.397,0.0137,-29.383,0.0542,0.994,0.916,0.0399,71.256
23227691,"\"Under the Sea - From \"\"The Little Mermaid\"\" / Soundtrack Version\"",Samuel E. Wright,Disney's Greatest Volume 2,0.715,0.457,-15.379,0.129,0.701,0.0,0.853,99.957
3250032,"\"Unnskyld (From the Original Motion Picture \"\"Battle\"\")\"",Yomi,"\"Unnskyld (from the Original Motion Picture \"\"Battle\"\")\"",0.676,0.53,-5.454,0.073,0.0143,8.38e-06,0.293,140.005
23318222,"\"Vivaldi: The Four Seasons, Violin Concerto in E Major, Op. 8 No. 1, RV 269 \"\"Spring\"\": I. Allegro\"","Antonio Vivaldi, Nigel Kennedy, English Chamber Orchestra",Vivaldi: The Four Seasons,0.575,0.174,-14.423,0.0424,0.883,0.898,0.381,113.134
23700153,"\"Vivaldi: The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 \"\"Summer\"\": III. Presto\"","Antonio Vivaldi, Nigel Kennedy, English Chamber Orchestra",Vivaldi: The Four Seasons,0.362,0.569,-15.394,0.0345,0.876,0.91,0.746,148.692
23344894,"\"Všechno Nebo Nic - z filmu \"\"Všechno Nebo Nic\"\"\"",Ewa Farna,"\"Všechno nebo nic (z filmu \"\"Všechno Nebo Nic\"\")\"",0.434,0.642,-6.292,0.0611,0.278,0.0,0.327,150.016
8450177,"\"Walla Walla (From \"\"Pagalpanti\"\")\"","Nakash Aziz, Neeti Mohan, Nayeem Shah, Nayeem-Shabir","\"Walla Walla (From \"\"Pagalpanti\"\")\"",0.629,0.804,-4.278,0.0641,0.411,0.0,0.595,102.059
22683933,"\"What Is Love - 7\"\" Mix\"",Haddaway,The Album,0.683,0.772,-7.907,0.0311,0.0222,0.0149,0.737,123.871
3344729,"\"Woh Din (Arijit Singh Version) [From \"\"Chhichhore\"\"]\"",Pritam,"\"Woh Din (Arijit Singh Version) [From \"\"Chhichhore\"\"]\"",0.652,0.681,-7.565,0.0379,0.503,8.2e-06,0.677,81.489
