_c0,title,artist,album,af_danceability,af_energy,af_loudness,af_speechiness,af_acousticness,af_instrumentalness,af_valence,af_tempo
8478131,"\"Beautiful Ghosts - From The Motion Picture Soundtrack \"\"Cats\"\"\"",Taylor Swift,"\"Beautiful Ghosts (From The Motion Picture \"\"Cats\"\")\"",0.368,0.238,-8.976,0.0599,0.85,0.0,0.239,187.051
12520942,"\"Beautiful Lady [From “Oh My Venus (Original Television Soundtrack), Pt 1\"\"]\"",JONGHYUN,"\"Beautiful Lady [From “Oh My Venus (Original Television Soundtrack), Pt 1\"\"]\"",0.723,0.846,-3.977,0.125,0.209,0.0,0.917,139.985
15037331,"\"Beethoven: Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 \"\"Moonlight\"\": III. Presto agitato\"","Ludwig van Beethoven, Daniel Barenboim",Beethoven: Complete Piano Sonatas,0.234,0.237,-18.638,0.0442,0.987,0.911,0.0815,78.727
168427,"\"Blue Monday (From \"\"Atomic Blonde\"\")\"",HEALTH,"\"Blue Monday (From \"\"Atomic Blonde\"\")\"",0.609,0.705,-8.059,0.0305,0.00221,0.87,0.109,130.02
20179384,"\"Bubblegum K.K. (From \"\"Animal Crossing: New Leaf\"\")\"",Qumu,"\"Bubblegum K.K. (From \"\"Animal Crossing: New Leaf\"\")\"",0.489,0.485,-12.502,0.0727,0.29,0.871,0.422,113.227
17230956,"\"BurjKhalifa (From \"\"Laxmii\"\")\"","Shashi, DJ Khushi, Nikhita Gandhi, Madhubanti",,0.759,0.899,-3.566,0.186,0.0334,0.0,0.589,106.968
12787647,"\"Bésame mucho - Inspirado en \"\"COCO\"\"\"",Jorge Blanco,"\"Bésame mucho (Inspirado en \"\"COCO\"\")\"",0.751,0.781,-5.082,0.0392,0.406,0.000329,0.668,115.975
11852535,"\"Bésame mucho - Inspirado en \"\"Coco\"\"\"",Jorge Blanco,Coco (Banda Sonora Original en Español),0.755,0.674,-8.768,0.0401,0.337,0.00014,0.675,115.967
263446,"\"Chale Aana (From \"\"De De Pyaar De\"\")\"","Amaal Mallik, Armaan Malik","\"Chale Aana (From \"\"De De Pyaar De\"\")\"",0.368,0.587,-6.676,0.0378,0.309,0.0,0.391,143.687
4485841,"\"Chogada (From \"\"Loveyatri\"\")\"","Darshan Raval, Asees Kaur, Lijo George-Dj Chetas","\"Chogada (From \"\"Loveyatri\"\")\"",0.359,0.972,-3.452,0.109,0.136,2.52e-06,0.595,62.914
23845708,"\"Christmas Is Just Around The Corner (From \"\"Cranberry Christmas\"\")\"",Barry Manilow,In The Swing Of Christmas,0.629,0.653,-4.594,0.0282,0.194,0.0,0.674,119.947
18914363,"\"Christougenna - \"\"Christ Is Born\"\"\"",Verse 7,"\"Christougenna (\"\"Christ Is Born\"\")\"",0.542,0.26,-8.687,0.0391,0.846,0.0,0.352,170.052
161180,"\"City Of Stars - From \"\"La La Land\"\" Soundtrack/Pier\"",Ryan Gosling,La La Land (Original Motion Picture Soundtrack),0.579,0.0842,-19.49,0.0561,0.953,0.0423,0.188,98.189
21873006,"\"City Of Stars / May Finally Come True - From \"\"La La Land\"\" Score\"","Justin Hurwitz, Ryan Gosling, Emma Stone",La La Land (Original Motion Picture Score),0.395,0.153,-15.916,0.0418,0.896,0.00117,0.238,106.918
263522,"\"Coca Cola (From \"\"Luka Chuppi\"\")\"","Tony Kakkar, Neha Kakkar, Young Desi",Dance Syndrome,0.722,0.867,-3.652,0.0904,0.121,0.0052,0.893,102.009
23694504,"\"Code Blue - From \"\"Fifty Shades Darker (Original Motion Picture Soundtrack)\"\"\"",The-Dream,Fifty Shades Darker (Original Motion Picture Soundtrack),0.442,0.561,-6.99,0.0341,0.0455,4.76e-05,0.145,126.909
14069260,"\"Contando Lunares \"\"Deep House\"\"\"",Eduardo Luzquiños,"\"Contando Lunares \"\"Deep House\"\"\"",0.898,0.702,-9.094,0.0572,0.0141,0.000161,0.798,122.016
1048264,"\"Cruise - From \"\"Fifty Shades Darker (Original Motion Picture Soundtrack)\"\"\"","Kygo, Andrew Jackson",Fifty Shades Darker (Original Motion Picture Soundtrack),0.628,0.438,-8.426,0.107,0.279,0.0,0.354,109.836
13553038,"\"Daaru Wargi (From \"\"Cheat India\"\")\"",Guru Randhawa,"\"Daaru Wargi (From \"\"Cheat India\"\")\"",0.812,0.827,-4.278,0.0815,0.0656,1.56e-05,0.609,104.986
18403614,"\"Do You Want to Build a Snowman? - From \"\"Frozen\"\"\"",Disney's Circle of Stars,"\"Do You Want to Build a Snowman? (From \"\"Frozen\"\")\"",0.357,0.375,-8.135,0.0372,0.782,0.0,0.279,131.99
263516,"\"Don't Be Shy Again (From \"\"Bala\"\")\"","Sachin-Jigar, Badshah, Shalmali Kholgade, Gurdeep Mehendi","\"Don't Be Shy Again (From \"\"Bala\"\")\"",0.798,0.905,-3.731,0.0581,0.0979,4.22e-06,0.905,105.005
21691673,"\"Don't You Worry 'Bout A Thing - From \"\"Sing\"\" Original Motion Picture Soundtrack\"",Tori Kelly,"\"Don't You Worry 'Bout A Thing (From \"\"Sing\"\" Original Motion Picture Soundtrack)\"",0.618,0.841,-4.15,0.0819,0.023,2.28e-05,0.565,127.058
12738699,"\"Don't say \"\"lazy\"\"\"","平沢唯(CV:豊崎愛生), 秋山澪(CV:日笠陽子), 桜高軽音部, 田井中律(CV:佐藤聡美), 琴吹紬(CV:寿美菜子)","\"Don't say \"\"lazy\"\"\"",0.311,0.981,-2.312,0.0736,0.0023,0.0499,0.365,180.967
11773950,"\"DuckTales - Introlåt - Från \"\"DuckTales\"\"\"",Anna Engh,Disney TV-Klassiker,0.586,0.775,-5.095,0.0453,0.188,0.0,0.938,182.799
23222789,"\"Ee Raathale (From \"\"Radhe Shyam\"\")\"","Yuvan Shankar Raja, Harini Ivaturi, Justin Prabhakaran","\"Ee Raathale (From \"\"Radhe Shyam\"\")\"",0.63,0.528,-8.574,0.0311,0.0284,2.63e-06,0.551,124.0
24930848,"\"En Ésta No - Primera Fila Acústico \"\"Una Última Vez - Encore\"\"\"",Sin Bandera,"\"Primera Fila Acústico \"\"Una Última Vez - Encore\"\"\"",0.475,0.342,-11.247,0.0497,0.875,1.92e-06,0.1,132.261
155907,"\"Faith - From \"\"Sing\"\" Original Motion Picture Soundtrack\"","Stevie Wonder, Ariana Grande","\"Faith (From \"\"Sing\"\" Original Motion Picture Soundtrack)\"",0.732,0.871,-3.626,0.172,0.145,0.0,0.931,158.052
1551779,"\"Flower of the Universe (From Disney's \"\"A Wrinkle in Time\"\")\"",Sade,"\"Flower of the Universe (From Disney's \"\"A Wrinkle in Time\"\")\"",0.623,0.215,-14.142,0.0343,0.964,0.000183,0.106,99.895
1048871,"\"Fragments - From The Film \"\"The Smog Of The Sea\"\"\"",Jack Johnson,"\"Fragments (From The Film \"\"The Smog Of The Sea\"\")\"",0.723,0.22,-9.144,0.0337,0.742,0.00679,0.631,92.153
18050434,"\"Gabay - From \"\"Raya and the Last Dragon\"\"/Tagalog Version\"",KZ Tandingan,"\"Gabay (From \"\"Raya and the Last Dragon\"\"/Tagalog Version)\"",0.702,0.424,-10.873,0.0313,0.5,9.64e-05,0.346,100.993
14366965,"\"Gagana Veedhilo (From \"\"Valmiki\"\")\"","Mickey J. Meyer, Anurag Kulkarni, Sweta Subramanian","\"Gagana Veedhilo (From \"\"Valmiki\"\")\"",0.684,0.549,-11.267,0.0373,0.263,0.055,0.519,74.989
4485939,"\"Gali Gali (From \"\"Kgf Chapter 1\"\")\"",Neha Kakkar,Frolic Neha Kakkar,0.788,0.95,-3.603,0.0757,0.188,1.41e-05,0.742,126.013
23439266,"\"Getsemani (Oración del Huerto) - [Musical \"\"Jesucristo Superstar\"\"]\"",Camilo Sesto,Jesucristo Superstar,0.269,0.538,-10.249,0.0494,0.765,1.85e-06,0.281,82.976
9317781,"\"Ghamand Kar (From \"\"Tanhaji - The Unsung Warrior\"\")\"","Sachet Tandon, Parampara Tandon, Sachet-Parampara","\"Ghamand Kar (From \"\"Tanhaji - The Unsung Warrior\"\")\"",0.465,0.836,-4.353,0.0632,0.0387,1.02e-05,0.224,169.9
20736694,"\"Gonna Be Alright (From the Original Motion Picture \"\"Børning 3\"\")\"",Synne Vo,"\"Gonna Be Alright (From the Original Motion Picture \"\"Børning 3\"\")\"",0.507,0.664,-7.593,0.0495,0.00656,0.0015,0.367,150.102
13632476,"\"Gunerius - Fra TV-Programmet \"\"Idol 2018\"\"\"",Carlisle,"\"Gunerius (Fra TV-Programmet \"\"Idol 2018\"\")\"",0.734,0.415,-9.846,0.079,0.234,0.0,0.158,126.126
9370860,"\"Haiya Ho (From \"\"Marjaavaan\"\")\"","Tulsi Kumar, Jubin Nautiyal, Tanishk Bagchi","\"Haiya Ho (From \"\"Marjaavaan\"\")\"",0.735,0.831,-2.774,0.043,0.00985,1.97e-05,0.592,100.022
19701310,"\"Happy Birthday - From \"\"Naan Sirithal\"\"\"","Diwakar, Kaka Balachander, Hiphop Tamizha","\"Happy Birthday (From \"\"Naan Sirithal\"\")\"",0.766,0.742,-7.061,0.035,0.00496,1.27e-05,0.587,105.037
4479828,"\"Harta Berharga - From \"\"Keluarga Cemara\"\"\"",Bunga Citra Lestari,"\"Harta Berharga (From \"\"Keluarga Cemara\"\")\"",0.533,0.305,-10.229,0.0267,0.925,4.46e-05,0.233,128.033
4458549,"\"Haunting Me (\"\"魂囚西門\"\" 片尾曲)\"",Jam Hsiao,"\"Haunting Me (\"\"魂囚西門\"\" 片尾曲)\"",0.268,0.21,-12.01,0.0311,0.722,0.000282,0.088,132.525
23351971,"\"Hearts On Fire - From \"\"Rocky IV\"\" Soundtrack\"",John Cafferty,Rocky IV,0.576,0.896,-8.026,0.04,0.0317,0.0,0.617,136.586
4485904,"\"High Rated Gabru (From \"\"Nawabzaade\"\")\"",Guru Randhawa,"\"High Rated Gabru (From \"\"Nawabzaade\"\")\"",0.685,0.841,-2.932,0.0942,0.118,0.0,0.59,97.929
155215,"\"How Far I'll Go - From \"\"Moana\"\"\"",Alessia Cara,"\"How Far I'll Go (From \"\"Moana\"\")\"",0.314,0.555,-9.601,0.37,0.157,0.000108,0.159,179.666
5412544,"\"Igual Que Tú - Canción Original De La Película \"\"El Grinch\"\"\"","Pablo López, Antonio Orozco","\"Igual Que Tú (Canción Original De La Película \"\"El Grinch\"\")\"",0.713,0.5,-5.609,0.0502,0.635,0.0,0.559,114.604
263510,"\"Ik Vaari Aa (From \"\"Raabta\"\")\"",Arijit Singh,Loveholic Arijit Singh,0.507,0.752,-4.856,0.0543,0.303,0.0,0.425,128.051
23383960,"\"Il Trionfo del Tiempo e del Disinganno, HWV 46a: \"\"Un pensiero nemico di pace\"\"\"","George Frideric Handel, Cecilia Bartoli, Les Musiciens du Louvre, Marc Minkowski",Opera Proibita (Bonus Track Version),0.472,0.374,-15.548,0.0471,0.924,0.0474,0.516,131.638
2581446,"\"Jab Tak (From \"\"M.S.Dhoni - The Untold Story\"\")\"",Armaan Malik,2016 Shining Star - Armaan Malik,0.299,0.447,-7.862,0.0383,0.858,0.000314,0.321,121.723
15002895,"\"Jathikkathottam - From \"\"Thanneer Mathan Dinangal\"\"\"","Soumya Ramakrishnan, Devadutt Bijibal","\"Jathikkathottam (From \"\"Thanneer Mathan Dinangal\"\")\"",0.716,0.278,-7.977,0.108,0.659,0.0152,0.765,113.249
12775002,"\"Je voulais te dire que je t'attends - BOF \"\"À la folie... pas du tout\"\"\"",Maurane,Les 50 Plus Belles Chansons,0.335,0.371,-6.933,0.0297,0.318,0.0,0.0783,128.778
19206461,"\"Jigidi Killaadi (From \"\"Pattas\"\")\"","Anirudh Ravichander, Vivek - Mervin","\"Jigidi Killaadi (From \"\"Pattas\"\")\"",0.858,0.786,-4.359,0.0495,0.0727,5.92e-06,0.511,95.002
21874987,"\"Juice (Music from the Motion Picture \"\"xXx: Return of Xander Cage\"\")\"",Kris Wu,"\"Juice (Music from the Motion Picture \"\"xXx: Return of Xander Cage\"\")\"",0.753,0.815,-4.496,0.169,0.0373,1.12e-06,0.656,97.504
377599,"\"Justified and Ancient (feat. Tammy Wynette) - Single / 7\"\" version\"",The KLF,Stand By Your Man: The Very Best Of Tammy Wynette,0.624,0.87,-11.963,0.0515,0.0131,0.0301,0.535,111.461
13676411,"\"Ka e du redd for - Fra TV-Programmet \"\"The Voice\"\"\"","Nora Aurdal, Preben Thorsteinsson","\"Ka e du redd for (Fra TV-Programmet \"\"The Voice\"\")\"",0.441,0.374,-8.003,0.0268,0.41,1.31e-05,0.276,169.684
23754582,"\"Kalle Kalle (From \"\"Chandigarh Kare Aashiqui\"\")\"","Priya Saraiya, Sachin-Jigar","\"Kalle Kalle (From \"\"Chandigarh Kare Aashiqui\"\")\"",0.707,0.417,-9.269,0.0438,0.73,2.07e-05,0.57,115.939
21245329,"\"Kamado Tanjirou no Uta (From \"\"Demon Slayer: Kimetsu no Yaiba\"\")\"",Akano,"\"Kamado Tanjirou no Uta (From \"\"Demon Slayer: Kimetsu no Yaiba\"\")\"",0.513,0.285,-10.35,0.0342,0.604,0.0,0.135,151.967
19263595,"\"Kamini - From \"\"Anugraheethan Antony\"\"\"","Arun Muraleedharan, K S Harisankar","\"Kamini (From \"\"Anugraheethan Antony\"\")\"",0.525,0.48,-8.113,0.0294,0.442,0.0,0.2,99.997
19972504,"\"Kapitel 3, Teil 3 - \"\"Willkommen in Happyland\"\" - EXIT RACISM\"","Tupoka Ogette, Kira Soltani, Anne Tetzner, Anne Schmidt, Christian Cante, Leo Struck",EXIT RACISM (rassismuskritisch denken lernen),0.625,0.266,-10.874,0.944,0.205,0.0,0.254,174.597
20054671,"\"Kapitel 4, Teil 5 - \"\"Abwehrmechanismen von Happyland\"\" - EXIT RACISM\"","Tupoka Ogette, Kira Soltani, Anne Tetzner, Anne Schmidt, Christian Cante, Leo Struck",EXIT RACISM (rassismuskritisch denken lernen),0.721,0.269,-10.469,0.855,0.318,0.0,0.397,125.885
19993615,"\"Kapitel 5, Teil 12 - \"\"Die Geschichte des Rassismus - oder: Wie Happyland entstand\"\" - EXIT RACISM\"","Tupoka Ogette, Kira Soltani, Anne Tetzner, Anne Schmidt, Christian Cante, Leo Struck",EXIT RACISM (rassismuskritisch denken lernen),0.706,0.293,-11.108,0.933,0.481,0.0,0.317,133.47
4485933,"\"Kaun Nachdi (From \"\"Sonu Ke Titu Ki Sweety\"\")\"","Guru Randhawa, Neeti Mohan",High Rated Gabru - Guru Randhawa,0.772,0.83,-3.981,0.0455,0.0357,0.0,0.753,127.999
7556082,"\"Kinna Sona (From \"\"Marjaavaan\"\")\"","Meet Bros., Jubin Nautiyal, Dhvani Bhanushali","\"Kinna Sona (From \"\"Marjaavaan\"\")\"",0.533,0.723,-4.301,0.0614,0.283,0.0,0.591,97.848
23998560,"\"Knock On Wood - 1985 7\"\" Remix\"",Amii Stewart,Knock On Wood: The Anthology,0.682,0.925,-6.526,0.0483,0.000907,7.73e-05,0.876,140.772
5810407,"\"Koka (From \"\"Khandaani Shafakhana\"\")\"","Jasbir Jassi, Badshah, Dhvani Bhanushali, Tanishk Bagchi, Jassi, Shyam Bhateja","\"Koka (From \"\"Khandaani Shafakhana\"\")\"",0.873,0.963,-1.376,0.104,0.172,0.000176,0.906,94.004
19404933,"\"Kuch Dino Se Zindagi (From \"\"What the Folks Season 1\"\")\"","Sameer Rahat, Vibha Saraf","\"Kuch Dino Se Zindagi (From \"\"What the Folks Season 1\"\")\"",0.717,0.377,-8.938,0.0302,0.769,1.72e-06,0.601,105.946
14868329,"\"Let It Be - From The Album \"\"One Man Only\"\"\"",Himesh Patel,Yesterday (Original Motion Picture Soundtrack),0.62,0.539,-10.082,0.0286,0.534,4.83e-06,0.458,140.042
9899349,"\"Let It Go - From \"\"Frozen\"\"/Soundtrack Version\"",Idina Menzel,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),0.543,0.485,-6.85,0.0305,0.558,0.0,0.371,136.961
8862242,"\"Let Me Fall (電影 \"\"聖人大盜\"\" 片尾曲)\"",Shi Shi,Let Me Fall,0.438,0.365,-8.811,0.0373,0.662,0.0,0.221,145.016
4832430,"\"Lost On You - Fra TV-Programmet \"\"Idol 2018\"\"\"",Vilde Skogen,"\"Lost On You (Fra TV-Programmet \"\"Idol 2018\"\")\"",0.484,0.681,-4.639,0.0505,0.48,1.36e-06,0.537,173.842
14156399,"\"Lover, Where Do You Live - Fra TV-Programmet \"\"Idol 2018\"\"\"",Øystein Hegvik,"\"Lover, Where Do You Live (Fra TV-Programmet \"\"Idol 2018\"\")\"",0.221,0.152,-13.22,0.033,0.901,0.000814,0.286,140.21
6211950,"\"Makhna (From \"\"Makhna\"\")\"","Yo Yo Honey Singh, Neha Kakkar, Singhsta, Pinaki, Sean, Allistair",Frolic Neha Kakkar,0.846,0.739,-3.838,0.171,0.0385,2.24e-05,0.259,104.984
4477055,"\"Marana Mass - From \"\"Petta\"\"\"","Anirudh Ravichander, S. P. Balasubrahmanyam",Petta (Original Motion Picture Soundtrack),0.471,0.873,-5.503,0.373,0.47,8.13e-05,0.737,78.434
20038129,"\"Matthäus Passion, BWV 244: Choral, \"\"O Haupt voll Blut und Wunden\"\"\"","Johann Sebastian Bach, Ton Koopman, Boys Choir Of Sacraments-Church Breda","Bach: Matthäus Passion, BWV 244",0.323,0.116,-22.386,0.047,0.982,0.901,0.145,63.293
20171690,"\"Matthäus Passion, BWV 244: Chori, \"\"Wir setzen uns mit Tränen nieder\"\"\"","Johann Sebastian Bach, Ton Koopman, Boys Choir Of Sacraments-Church Breda","Bach: Matthäus Passion, BWV 244",0.21,0.11,-21.53,0.0372,0.955,0.946,0.172,76.725
159749,"\"Maybe This Time - From \"\"Maybe This Time\"\"\"",Sarah Geronimo,"\"Maybe This Time (From \"\"Maybe This Time\"\")\"",0.389,0.273,-7.697,0.0362,0.705,0.0,0.176,134.124
19414060,"\"Menaminiki - From \"\"Ninaivo Oru Paravai\"\"\"","Thamman, Osho Venkat","\"Menaminiki (From \"\"Ninaivo Oru Paravai\"\")\"",0.529,0.649,-6.831,0.0349,0.671,0.00059,0.824,87.534
11758831,"\"Min Nalle Puh björn - Från \"\"Nalle Puh\"\"\"",Ensemble - Nalle Puh,Disney TV-Klassiker,0.661,0.676,-6.554,0.0345,0.43,0.0,0.966,145.062
263519,"\"Morni Banke (From \"\"Badhaai Ho\"\")\"","Guru Randhawa, Neha Kakkar",High Rated Gabru - Guru Randhawa,0.816,0.922,-2.963,0.149,0.178,0.0,0.887,95.006
13619392,"\"Mrs. Robinson - From \"\"The Graduate\"\" Soundtrack\"",Simon & Garfunkel,Bookends,0.606,0.457,-14.035,0.0497,0.713,2.53e-05,0.813,92.033
14151442,"\"Muddabanthi (From \"\"Kousalya Krishnamurthy\"\")\"","Dhibu Ninan Thomas, Yazin Nizar","\"Muddabanthi (From \"\"Kousalya Krishnamurthy\"\")\"",0.721,0.667,-6.608,0.0847,0.34,0.0,0.689,134.997
5524846,"\"Mukhda Vekh Ke (From \"\"De De Pyaar De\"\")\"","Mika Singh, Dhvani Bhanushali, Manj Musik, Atul Sharma","\"Mukhda Vekh Ke (From \"\"De De Pyaar De\"\")\"",0.746,0.916,-2.412,0.0519,0.165,4.93e-06,0.514,97.984
1108806,"\"Mummy Nu Pasand (From \"\"Jai Mummy Di\"\")\"","Sunanda Sharma, Tanishk Bagchi","\"Mummy Nu Pasand (From \"\"Jai Mummy Di\"\")\"",0.776,0.969,-0.079,0.105,0.0149,0.000153,0.802,94.018
12287553,"\"My Heart Will Go On - Love Theme from \"\"Titanic\"\"\"",Céline Dion,All The Way... A Decade Of Song,0.244,0.36,-9.05,0.0321,0.725,0.0,0.0381,98.347
20748821,"\"Nee Cadbury (From \"\"Kadhal Distancing\"\")\"","Barath Veeraraghavan, Aishwerya Radhakrishnan, Barath Dhanasekar","\"Nee Cadbury (From \"\"Kadhal Distancing\"\") - Single\"",0.69,0.656,-5.725,0.0285,0.374,1.39e-06,0.468,114.992
11872617,"\"Nee Himamazhayayi - From \"\"Edakkad Battalion 06\"\"\"","Kailas Menon, K. S. Harisankar, Nithya Mammen","\"Nee Himamazhayayi (From \"\"Edakkad Battalion 06\"\")\"",0.31,0.445,-8.708,0.0363,0.653,3.77e-05,0.144,142.492
23694509,"\"No Running From Me - From \"\"Fifty Shades Darker (Original Motion Picture Soundtrack)\"\"\"",Toulouse,Fifty Shades Darker (Original Motion Picture Soundtrack),0.749,0.663,-5.638,0.0358,0.0146,0.00086,0.938,109.94
263434,"\"O Saki Saki (From \"\"Batla House\"\")\"","Neha Kakkar, Tulsi Kumar, B Praak",Mesmeric Voice - Tulsi Kumar,0.737,0.961,-0.155,0.0747,0.163,0.0,0.567,108.014
20003083,"\"One of These Days (Irgendeinisch) - Aus \"\"Sing Meinen Song\"\"\"",Marc Storace,Sing meinen Song - Das Schweizer Tauschkonzert,0.629,0.541,-6.689,0.0412,0.128,1.34e-06,0.585,78.04
17582256,"\"Panghat (From \"\"Roohi\"\")\"","Sachin-Jigar, Asees Kaur, Divya Kumar, Mellow D","\"Panghat (From \"\"Roohi\"\")\"",0.593,0.858,-4.823,0.248,0.0513,2.25e-05,0.545,66.813
17293020,"\"Pehla Pyaar (From \"\"Kabir Singh\"\")\"",Armaan Malik,Hits Of Armaan Malik,0.607,0.713,-5.105,0.03,0.56,4.98e-05,0.611,124.868
21820977,"\"Per Vachaalum Vaikkaama (From \"\"Dikkiloona\"\")\"","Yuvan Shankar Raja, Ilaiyaraaja, Malaysia Vasudevan, S. Janaki","\"Per Vachaalum Vaikkaama (From \"\"Dikkiloona\"\")\"",0.761,0.917,-4.049,0.115,0.305,0.918,0.926,74.995
11628145,"\"Piano Concerto No. 5 in E-Flat Major, Op. 73 \"\"Emperor\"\": 2. Adagio un poco mosso - Live at Konzerthaus Berlin / 2018\"","Ludwig van Beethoven, Jan Lisiecki, Academy of St. Martin in the Fields, Tomo Keller",Beethoven: Complete Piano Concertos (Live at Konzerthaus Berlin / 2018),0.166,0.0363,-26.822,0.0381,0.978,0.922,0.039,84.467
10788208,"\"Pind (From \"\"Street Dancer 3D\"\")\"",Gurinder Seagal,"\"Pind (From \"\"Street Dancer 3D\"\")\"",0.556,0.419,-8.946,0.0312,0.858,0.0,0.237,122.073
7037921,"\"Pyaar Toh Tha (From \"\"Bala\"\")\"","Sachin-Jigar, Jubin Nautiyal, Asees Kaur","\"Pyaar Toh Tha (From \"\"Bala\"\")\"",0.565,0.358,-8.383,0.0338,0.623,0.0,0.595,90.899
1108810,"\"Raabta (From \"\"Agent Vinod\"\")\"",Arijit Singh,Arijit Singh Broken Strings,0.657,0.581,-8.108,0.0298,0.7,1.75e-05,0.32,118.038
2581506,"\"Raabta (Title Track) [From \"\"Raabta\"\"]\"","Pritam, Arijit Singh, Nikhita Gandhi","\"Raabta (Title Track) [From \"\"Raabta\"\"]\"",0.636,0.701,-6.825,0.0363,0.414,0.0,0.352,113.886
12662723,"\"Remember Me (From \"\"Coco\"\")\"",Tiffany Young,"\"Remember Me (From \"\"Coco\"\")\"",0.426,0.303,-11.549,0.1,0.827,0.0,0.479,179.683
5291452,"\"Revelation (From \"\"Boy Erased\"\")\"","Troye Sivan, Jónsi","\"Revelation (From \"\"Boy Erased\"\")\"",0.15,0.173,-15.79,0.0298,0.744,0.000531,0.0735,76.138
24011075,"\"Rialto At Ten - From \"\"La La Land\"\" Score\"",Justin Hurwitz,La La Land (Original Motion Picture Score),0.526,0.407,-10.52,0.0283,0.138,0.844,0.784,89.197
13560255,"\"Runnin' (Lose It All) - Fra TV-Programmet \"\"The Voice\"\"\"",Alice Kucevic,"\"Runnin' (Lose It All) [Fra TV-Programmet \"\"The Voice\"\"]\"",0.325,0.706,-6.136,0.0376,0.0195,0.0,0.414,140.377
12070494,"\"Sa'Yo - From \"\"Last Night\"\"\"",Ebe Dancel,"\"Sa'Yo (From \"\"Last Night\"\")\"",0.454,0.382,-7.784,0.0261,0.837,6.06e-06,0.255,156.032
15413066,"\"Sandese Aate Hai - From \"\"Border\"\"\"","Roop Kumar Rathod, Sonu Nigam",Bollywood's Versatile Voice,0.459,0.837,-9.168,0.0592,0.685,0.0,0.729,88.942
4485872,"\"Sanu Ek Pal Chain (From \"\"Raid\"\")\"","Rahat Fateh Ali Khan, Tanishk Bagchi","\"Sanu Ek Pal Chain (From \"\"Raid\"\")\"",0.71,0.813,-6.099,0.0381,0.545,1.68e-05,0.847,139.998
15459232,"\"Sawan Mein Lag Gayi Aag (From \"\"Ginny Weds Sunny\"\")\"","Mika Singh, Payal Dev, Neha Kakkar, Badshah",#1 Trending Hits,0.792,0.813,-3.687,0.0513,0.388,2.29e-05,0.868,130.058
