_c0,title,artist,album,af_danceability,af_energy,af_loudness,af_speechiness,af_acousticness,af_instrumentalness,af_valence,af_tempo
4503917,"\"Back to Life - from \"\"Bumblebee\"\"\"",Hailee Steinfeld,"\"Back to Life (from \"\"Bumblebee\"\")\"",0.638,0.659,-6.215,0.0627,0.0127,0.0,0.341,103.029
19927961,"\"Badri Ki Dulhania (Title Track) [From \"\"Badrinath Ki Dulhania\"\"]\"","Dev Negi, Neha Kakkar, Monali Thakur, Ikka",Best Of Neha Kakkar,0.759,0.952,-2.837,0.123,0.105,0.0,0.812,128.039
22657456,"\"Bananza (Belly Dancer) - 12\"\" Version\"",Akon,Trouble Deluxe Edition,0.877,0.702,-5.899,0.127,0.0334,8.92e-06,0.69,104.833
14993344,"\"Bawat Daan - From \"\"The Killer Bride\"",Zephanie,"\"Bawat Daan (From \"\"The Killer Bride)\"",0.476,0.352,-11.926,0.0341,0.145,0.0,0.186,74.032
11132672,"\"Beauty and the Beast - Duet with Peabo Bryson from the Soundtrack \"\"Beauty and the Beast\"\"\"",Céline Dion,All the Way...A Decade of Song,0.426,0.371,-11.144,0.0309,0.462,2.11e-05,0.104,77.302
10827321,"\"Beauty and the Beast - From \"\"Beauty and the Beast\"\"\"","Tien Fu Chen, Jing Bo Ran","\"Beauty and the Beast (From \"\"Beauty and the Beast\"\")\"",0.362,0.517,-7.127,0.031,0.542,0.0,0.216,81.579
6211859,"\"Bekhayali Acoustic - Dhvani Bhanushali Version (From \"\"T-Series Acoustics\"\")\"","Dhvani Bhanushali, Sachet-Parampara","\"Bekhayali Acoustic - Dhvani Bhanushali Version (From \"\"T-Series Acoustics\"\")\"",0.405,0.414,-5.273,0.0375,0.624,0.0,0.475,115.523
19154022,"\"Bro Bro - From \"\"Babu Marley\"\"\"","Rahul Dito, MC Bijju","\"Bro Bro (From \"\"Babu Marley\"\")\"",0.75,0.622,-6.635,0.0554,0.297,0.0,0.496,79.943
7362927,"\"Can You Feel the Love Tonight - From \"\"The Lion King\"\"\"","Beyoncé, Jacky Cheung",今夜我屬於愛情 (電影《獅子王》主題曲),0.259,0.364,-10.011,0.0398,0.787,0.0,0.243,87.169
19401404,"\"Carry On (from the Original Motion Picture \"\"POKÉMON Detective Pikachu\"\")\"","Kygo, Rita Ora","\"Carry On (from the Original Motion Picture \"\"POKÉMON Detective Pikachu\"\")\"",0.591,0.705,-6.519,0.079,0.381,0.000116,0.27,121.799
22700411,"\"Chandigarh Kare Aashiqui Title Track (From \"\"Chandigarh Kare Aashiqui\"\")\"","Sachin-Jigar, Jassi Sidhu, IP Singh","\"Chandigarh Kare Aashiqui Title Track (From \"\"Chandigarh Kare Aashiqui\"\")\"",0.786,0.883,-5.615,0.0651,0.211,1.84e-06,0.635,97.031
17231021,"\"Chellamma (From \"\"Doctor\"\")\"","Anirudh Ravichander, Jonita Gandhi","\"Chellamma (From \"\"Doctor\"\")\"",0.498,0.679,-7.252,0.214,0.256,0.000325,0.743,99.702
17250293,"\"Choosale Kallaraa (From \"\"Sr Kalyanamandapam\"\")\"","Sid Sriram, Chaitan Bharadwaj","\"Choosale Kallaraa (From \"\"Sr Kalyanamandapam\"\")\"",0.748,0.611,-4.426,0.0415,0.71,0.0,0.658,109.996
13797853,"\"Circle of Life - From \"\"The Lion King\"\"/ Soundtrack\"","Carmen Twillie, Lebo M.",The Lion King,0.402,0.391,-16.112,0.0406,0.0634,0.0,0.568,83.789
24103228,"\"City of Stars (From \"\"La La Land\"\")\"","Maddie Wilson, The Piano Gal","\"City of Stars (From \"\"La La Land\"\")\"",0.367,0.223,-10.139,0.036,0.817,0.0,0.213,97.004
2355601,"\"Closer You and I - From \"\"Loving in Tandem\"\"\"","Michael Pangilinan, Marion Aunor","\"Closer You and I (From \"\"Loving in Tandem\"\")\"",0.207,0.535,-6.82,0.0414,0.201,0.0,0.264,199.909
11877217,"\"Coexister - Extrait de la bande originale du film \"\"Coexister\"\"\"",Coexister,"\"Coexister (Extrait de la bande originale du film \"\"Coexister\"\")\"",0.75,0.663,-5.779,0.0303,0.176,0.0,0.845,125.002
343370,"\"Coordinates (44°06'12\"\"N 121°46'09\"\"W)\"",This Patch of Sky,"\"Coordinates (44°06'12\"\"n 121°46'09\"\"W)\"",0.173,0.428,-9.007,0.0401,0.0105,0.727,0.0678,122.098
13560240,"\"Cover Me Up - Fra TV-Programmet \"\"The Voice\"\"\"",Kristoffer Edvardsen,"\"Cover Me Up (Fra TV-Programmet \"\"The Voice\"\")\"",0.426,0.561,-6.371,0.0364,0.114,0.000214,0.306,67.143
2674762,"\"DUCK SAUCE (\"\"down and dirty\"\" vocal version) - Original Mix\"",Fashion Club,Duck Sauce (Down and Dirty),0.681,0.947,-4.574,0.0351,0.0235,0.00826,0.962,129.919
13523711,"\"Dalawang Tao (From \"\"The Hows Of Us\"\")\"",Rice Lucido,"\"Dalawang Tao (From \"\"The Hows Of Us\"\")\"",0.437,0.18,-9.335,0.0322,0.864,0.00657,0.136,109.75
194151,"\"Demain (générique de la série TV \"\"Demain nous appartient\"\")\"",Lou,"\"Demain (générique de la série TV \"\"Demain nous appartient\"\")\"",0.631,0.515,-10.503,0.0374,0.0773,2.17e-06,0.469,88.061
12070636,"\"Do-Re-Mi (\"\"爱不迟疑\"\" 插曲)\"","Bonnie Loo, Jeremy Chan",爱不迟疑 (电视原声带),0.813,0.561,-11.106,0.066,0.691,0.0,0.818,116.041
17685993,"\"Don't Give Up On Me - (From \"\"Five Feet Apart\"\")\"",Andy Grammer,Naive,0.641,0.537,-5.452,0.0282,0.0875,9.05e-06,0.0681,112.864
7037940,"\"Ek Chumma (From \"\"Housefull 4\"\")\"","Sohail Sen, Altamash Faridi, Jyotica Tangri","\"Ek Chumma (From \"\"Housefull 4\"\")\"",0.74,0.903,-4.022,0.0461,0.204,0.0,0.949,114.065
7037918,"\"Ek Toh Kum Zindagani (From \"\"Marjaavaan\"\")\"","Neha Kakkar, Yash Narvekar, Tanishk Bagchi","\"Ek Toh Kum Zindagani (From \"\"Marjaavaan\"\")\"",0.668,0.965,-2.293,0.091,0.0579,0.000867,0.722,128.012
23260992,"\"El Camino - Canción Original De La Película \"\"Thi Mai: Rumbo A Vietnam\"\"\"",Pablo López,"Camino, Fuego Y Libertad",0.29,0.474,-8.073,0.0343,0.185,3.07e-06,0.145,154.02
20495783,"\"Even When/The Best Part - From \"\"High School Musical: The Musical: The Series (Season 2)\"\"\"","Olivia Rodrigo, Joshua Bassett","\"Even When/The Best Part [From \"\"High School Musical: The Musical: The Series (Season 2)\"\"]\"",0.522,0.336,-8.577,0.0275,0.714,0.0,0.566,90.646
17265712,"\"Falle til ro (From the Original Netflix Series \"\"Home For Christmas\"\")\"",Eva Weel Skram,"\"Falle til ro (From the Original Netflix Series \"\"Home For Christmas\"\")\"",0.34,0.239,-7.931,0.0297,0.914,5.76e-05,0.173,74.244
2712752,"\"Finally Free - From \"\"Smallfoot\"\"\"",Niall Horan,"\"Finally Free (From \"\"Smallfoot\"\")\"",0.536,0.73,-4.302,0.037,0.000941,0.0,0.314,123.589
13677564,"\"Flashlight - From \"\"Pitch Perfect 2\"\" Soundtrack\"",Jessie J,"\"Flashlight (From \"\"Pitch Perfect 2\"\" Soundtrack)\"",0.383,0.616,-7.118,0.0515,0.314,7.21e-06,0.48,147.625
12179949,"\"Freedom! '90 x Cups - From \"\"Pitch Perfect 3\"\" Soundtrack\"","The Bellas, The Voice Season 13 Top 12 Contestants","\"Freedom! '90 x Cups (From \"\"Pitch Perfect 3\"\" Soundtrack)\"",0.414,0.73,-4.302,0.0458,0.629,0.0,0.37,104.976
22293631,"\"Gajanana (From \"\"Bajirao Mastani\"\")\"",Sukhwinder Singh,"\"Gajanana (From \"\"Bajirao Mastani\"\")\"",0.621,0.869,-2.238,0.0355,0.231,0.0,0.432,107.961
17230974,"\"Garmi (From \"\"Street Dancer 3D\"\") (feat. Varun Dhawan)\"","Badshah, Neha Kakkar","\"Garmi (From \"\"Street Dancer 3D\"\")\"",0.788,0.87,-5.217,0.177,0.123,1.43e-05,0.884,109.974
12505949,"\"Gigil Si Aquo - From The \"\"Gandarrappido: The Revenger Squad\"\"\"",Vice Ganda,"\"Gigil Si Aquo (From The \"\"Gandarrappido: The Revenger Squad\"\")\"",0.698,0.826,-4.036,0.0723,0.0978,0.0,0.738,129.997
5849634,"\"Greenlight - From \"\"Songland\"\"\"",Jonas Brothers,"\"Greenlight (From \"\"Songland\"\")\"",0.741,0.546,-9.122,0.0713,0.0369,0.0,0.689,141.978
22114795,"\"Hakuna Matata - From \"\"The Lion King\"\"/Soundtrack\"","Nathan Lane, Ernie Sabella, Jason Weaver, Joseph Williams",The Lion King,0.408,0.313,-18.09,0.137,0.617,1.18e-05,0.725,170.013
4596236,"\"Halo - Fra TV-Programmet \"\"Idol 2018\"\"\"",Øystein Hegvik,"\"Halo (Fra TV-Programmet \"\"Idol 2018\"\")\"",0.561,0.406,-8.37,0.0301,0.73,0.0,0.365,121.924
19919232,"\"Happy - From \"\"Despicable Me 2\"\"\"",Pharrell Williams,G I R L,0.647,0.822,-4.662,0.183,0.219,0.0,0.962,160.019
7997655,"\"Hawaa Banke (From \"\"Yeh Saali Aashiqui\"\")\"","Hitesh Modak, Armaan Malik","\"Hawaa Banke (From \"\"Yeh Saali Aashiqui\"\")\"",0.475,0.584,-7.944,0.0405,0.28,3.05e-06,0.314,88.805
4955863,"\"Heavenly Father - Fra TV-Programmet \"\"The Voice\"\"\"",Mina Lund,"\"Heavenly Father (Fra TV-Programmet \"\"The Voice\"\")\"",0.394,0.598,-6.537,0.0351,0.305,1.22e-06,0.134,125.417
12500148,"\"Helt like (Fra \"\"Hit for hit\"\")\"","Martin og Morten, Jakob & Fridtjof, Ola Amundsen","\"Helt like (Fra \"\"Hit for hit\"\")\"",0.838,0.856,-5.712,0.252,0.0187,2.74e-05,0.741,119.981
161252,"\"Herman’s Habit - From \"\"La La Land\"\" Soundtrack\"",Justin Hurwitz,La La Land (Original Motion Picture Score),0.568,0.577,-10.442,0.0497,0.0502,0.925,0.572,123.948
23344449,"\"Holding Out for a Hero - From \"\"Footloose\"\" Soundtrack\"",Bonnie Tyler,Secret Dreams And Forbidden Fire,0.612,0.675,-15.995,0.0398,0.0234,1e-05,0.883,150.058
11853777,"\"Här kommer Bumbibjörnarna - Från \"\"Bumbibjörnarna\"\"\"",Haakon Pedersen,Disney TV-Klassiker,0.47,0.687,-5.864,0.042,0.626,0.0,0.935,70.154
11758798,"\"Här kommer Piff och Puff - Från \"\"Piff och Puff\"\"\"",Haakon Pedersen,Disney TV-Klassiker,0.764,0.813,-6.202,0.0646,0.379,0.0,0.902,142.89
19892487,"\"I Don't Want to Miss a Thing - From \"\"Armageddon\"\" Soundtrack\"",Aerosmith,I Don't Want To Miss A Thing EP,0.39,0.649,-5.163,0.0345,0.172,0.0,0.144,121.16
12354594,"\"I'm Waiting For The Man - Music From The Spotify Original Series \"\"Music Happens Here\"\"\"",Beck,"\"I'm Waiting For The Man (Music From The Spotify Original Series \"\"Music Happens Here\"\")\"",0.726,0.754,-5.195,0.0303,0.0368,0.0928,0.829,118.94
17230968,"\"Illegal Weapon 2.0 (From \"\"Street Dancer 3D\"\")\"","Jasmine Sandlas, Garry Sandhu",Hits Of Tanishk Bagchi,0.805,0.919,-1.294,0.0938,0.101,0.00343,0.494,94.993
7512524,"\"Into the Unknown - From \"\"Frozen 2\"\"\"",TAEYEON,"\"Into the Unknown (From \"\"Frozen 2\"\")\"",0.251,0.779,-6.281,0.0829,0.202,1.09e-06,0.307,87.436
12191152,"\"Istorya (Soundtrack from the movie \"\"Mr. & Mrs. Cruz\"\")\"","Nicole Omillo, Carl Guevarra","\"Istorya (Soundtrack from the movie \"\"Mr. & Mrs. Cruz\"\")\"",0.326,0.336,-6.625,0.0316,0.918,7.9e-06,0.15,77.165
21596552,"\"Jailaan (From \"\"Moosa Jatt\"\")\"",Sidhu Moose Wala,"\"Jailaan (From \"\"Moosa Jatt\"\")\"",0.593,0.791,-5.162,0.165,0.0343,0.0,0.881,171.935
13405671,"\"Jealous - Fra TV-Programmet \"\"Idol 2018\"",Øystein Hegvik,"\"Jealous (Fra TV-Programmet \"\"Idol 2018\"\")\"",0.255,0.192,-12.269,0.0352,0.808,0.0,0.2,169.481
17277216,"\"Jeena Jeena (From \"\"Badlapur\"\")\"",Atif Aslam,"\"Jeena Jeena (From \"\"Badlapur\"\")\"",0.676,0.319,-9.201,0.0279,0.783,0.0,0.565,105.002
19950337,"\"Kapitel 2, Teil 2 - \"\"Los geht's\"\" - EXIT RACISM\"","Tupoka Ogette, Kira Soltani, Anne Tetzner, Anne Schmidt, Christian Cante, Leo Struck",EXIT RACISM (rassismuskritisch denken lernen),0.619,0.292,-12.438,0.953,0.542,0.0,0.348,185.526
20030412,"\"Kapitel 3, Teil 4 - \"\"Willkommen in Happyland\"\" - EXIT RACISM\"","Tupoka Ogette, Kira Soltani, Anne Tetzner, Anne Schmidt, Christian Cante, Leo Struck",EXIT RACISM (rassismuskritisch denken lernen),0.704,0.302,-10.621,0.902,0.487,0.0,0.403,132.051
20012270,"\"Kapitel 6, Teil 1 - \"\"Rassismus und Weißsein heute\"\" - EXIT RACISM\"","Tupoka Ogette, Kira Soltani, Anne Tetzner, Anne Schmidt, Christian Cante, Leo Struck",EXIT RACISM (rassismuskritisch denken lernen),0.634,0.284,-10.91,0.94,0.226,0.0,0.259,82.353
20034250,"\"Kapitel 6, Teil 6 - \"\"Rassismus und Weißsein heute\"\" - EXIT RACISM\"","Tupoka Ogette, Kira Soltani, Anne Tetzner, Anne Schmidt, Christian Cante, Leo Struck",EXIT RACISM (rassismuskritisch denken lernen),0.698,0.315,-10.175,0.882,0.352,0.0,0.374,103.272
20098996,"\"Kapitel 6, Teil 8 - \"\"Rassismus und Weißsein heute\"\" - EXIT RACISM\"","Tupoka Ogette, Kira Soltani, Anne Tetzner, Anne Schmidt, Christian Cante, Leo Struck",EXIT RACISM (rassismuskritisch denken lernen),0.7,0.354,-10.254,0.933,0.195,0.0,0.255,88.961
17237944,"\"Karma - From \"\"Takdir Yang Tertulis\"\" Soundtrack\"","Jaz, Kaka Azraff","\"Karma (From \"\"Takdir Yang Tertulis\"\" Soundtrack)\"",0.432,0.564,-4.742,0.0321,0.777,0.000193,0.195,81.956
23897909,"\"Kheench Te Nach (From \"\"Chandigarh Kare Aashiqui\"\")\"","Sachin-Jigar, Vishal Dadlani, Shalmali Kholgade, Brijesh Shandilya","\"Kheench Te Nach (From \"\"Chandigarh Kare Aashiqui\"\")\"",0.824,0.831,-5.887,0.0535,0.161,8.2e-05,0.541,132.075
21085445,"\"La bikina - Inspirado en \"\"Coco\"\"\"",Karol Sevilla,Coco (Banda Sonora Original en Español),0.557,0.841,-7.405,0.0662,0.0717,1.37e-06,0.8,159.897
8036564,"\"Lamborghini (From \"\"Jai Mummy Di\"\")\"","Meet Bros., Neha Kakkar, Jassie Gill","\"Lamborghini (From \"\"Jai Mummy Di\"\")\"",0.769,0.922,-3.123,0.0534,0.419,0.000156,0.634,104.916
23257515,"\"Let It Go - From \"\"Frozen\"\" / Single Version\"",Demi Lovato,Demi (Deluxe),0.504,0.647,-5.871,0.0359,0.0276,0.0,0.244,139.883
9104726,"\"Lucia, \"\"Så mörk är natten\"\"\"","Carl-Bertil Agnestig, Nacka Girls Choir, Nacka Music Class",Agnestig året runt,0.3,0.022,-29.189,0.0527,0.994,6.72e-05,0.283,125.929
23698297,"\"Matthäus-Passion, BWV 244 / Zweiter Teil: 68. \"\"Wir setzen uns mit Tränen nieder\"\"\"","Johann Sebastian Bach, The Monteverdi Choir, The London Oratory Junior Choir, English Baroque Soloists, John Eliot Gardiner","Bach, J.S.: St. Matthew Passion, BWV 244",0.125,0.147,-20.578,0.0458,0.974,0.94,0.111,79.125
22053504,"\"Million To One - from the Amazon Original Movie \"\"Cinderella\"\"\"",Camila Cabello,"\"Million To One (from the Amazon Original Movie \"\"Cinderella\"\")\"",0.511,0.466,-5.927,0.0298,0.583,0.0,0.278,150.022
12169904,"\"Mozart: Piano Sonata No. 11 in A Major, K. 331, \"\"Alla Turca\"\": I. Andante grazioso\"","Wolfgang Amadeus Mozart, Fazıl Say",Mozart: Complete Piano Sonatas,0.403,0.126,-23.126,0.0404,0.992,0.88,0.259,99.826
21480912,"\"My Way - From \"\"Sing\"\" Original Motion Picture Soundtrack\"",Seth MacFarlane,Sing (Original Motion Picture Soundtrack / Deluxe),0.453,0.425,-6.888,0.0283,0.475,0.0,0.36,81.304
8533216,"\"Nachi Nachi (From \"\"Street Dancer 3D\"\")\"","Neeti Mohan, Dhvani Bhanushali, Millind Gaba, Sachin-Jigar","\"Nachi Nachi (From \"\"Street Dancer 3D\"\")\"",0.906,0.955,-1.485,0.0867,0.0336,0.0003,0.824,128.002
4485879,"\"Nazar Na Lag Jaaye (From \"\"Stree\"\")\"","Ash King, Sachin-Jigar","\"Nazar Na Lag Jaaye (From \"\"Stree\"\")\"",0.527,0.622,-8.172,0.0842,0.7,2.82e-06,0.672,173.709
13118482,"\"Night Fever - From \"\"Saturday Night Fever\"\" Soundtrack\"",Bee Gees,The Record - Their Greatest Hits,0.684,0.795,-6.438,0.0262,0.0135,0.000289,0.772,109.187
13581355,"\"Nisi Dominus (Psalm 126), R.608: 4. \"\"Cum dederit\"\" (Andante)\"","Antonio Vivaldi, Andreas Scholl, Australian Brandenburg Orchestra, Paul Dyer",Vivaldi: Nisi Dominus; Concerto for Strings & Continuo in F etc.,0.086,0.0049,-32.551,0.0522,0.963,0.364,0.0414,74.988
16304470,"\"No Estamos Solas (Tema Central de la Serie \"\"La Jauría\"\") - Tema Central de la Serie \"\"La Jauría\"\"\"",Ana Tijoux,"\"No Estamos Solas (Tema Central de la Serie \"\"La Jauría\"\")\"",0.702,0.615,-9.778,0.0997,0.389,0.105,0.53,140.185
6545120,"\"No Se De Ella \"\"My Space\"\"\"",Don Omar,King Of Kings (Armageddon Edition),0.815,0.676,-9.174,0.0934,0.233,0.0237,0.77,88.008
7037919,"\"Odhani (From \"\"Made in China\"\")\"","Sachin-Jigar, Darshan Raval, Neha Kakkar","\"Odhani (From \"\"Made in China\"\")\"",0.711,0.731,-6.651,0.0569,0.233,0.0,0.474,130.0
23782928,"\"On His Knees - From \"\"Fifty Shades Darker (Original Motion Picture Soundtrack)\"\"\"",Danny Elfman,Fifty Shades Darker (Original Motion Picture Soundtrack),0.412,0.201,-13.022,0.0336,0.937,0.953,0.0424,122.975
170070,"\"One Life - Z filmu \"\"Bajkeři\"\"\"","Adam Mišík, Celeste Buckingham","\"One Life (Z filmu \"\"Bajkeři\"\")\"",0.318,0.74,-7.67,0.146,0.0679,0.0,0.196,94.877
12354136,"\"One Summer's Day (From \"\"Spirited Away\"\")\"",Moisés Nieto,"\"One Summer's Day (From \"\"Spirited Away\"\")\"",0.529,0.0671,-19.238,0.0553,0.989,0.892,0.0651,76.455
19269041,"\"Ore Kannal - From \"\"Luca\"\"\"","Nandhagopan V, Anju Joseph, Neethu Naduvathettu, Sooraj S. Kurup","\"Ore Kannal (From \"\"Luca\"\")\"",0.64,0.717,-8.955,0.0372,0.169,3.55e-06,0.352,92.559
17685784,"\"Pachtaoge (From \"\"Jaani Ve\"\")\"",Arijit Singh,Ultimate Love Songs - Arijit Singh,0.515,0.691,-4.028,0.0343,0.623,0.0,0.504,169.52
5524944,"\"Parayuvaan - From \"\"Ishq\"\"\"","Sid Sriram, Neha S. Nair, Jakes Bejoy","\"Parayuvaan (From \"\"Ishq\"\")\"",0.565,0.565,-8.64,0.0515,0.639,0.00206,0.246,146.977
13794885,"\"Part of Your World - From \"\"The Little Mermaid\"\" / Soundtrack Version\"",Jodi Benson,The Little Mermaid Special Edition,0.274,0.144,-14.516,0.0482,0.92,0.000388,0.302,61.551
161250,"\"Planetarium - From \"\"La La Land\"\" Soundtrack\"",Justin Hurwitz,La La Land (Original Motion Picture Score),0.25,0.142,-15.424,0.0383,0.917,0.664,0.0396,126.269
14603694,"\"Porque Te Quiero (Feat. Luis Alfonso Partida \"\"El Yaki\"\")\"","Grupo Firme, Luis Alfonso Partida El Yaki",Porque Te Quiero,0.428,0.483,-5.618,0.0468,0.733,0.0,0.508,147.97
1048223,"\"Pray - From \"\"Fifty Shades Darker (Original Motion Picture Soundtrack)\"\"\"","JRY, RuthAnne",Fifty Shades Darker (Original Motion Picture Soundtrack),0.542,0.63,-6.982,0.0495,0.0991,0.0,0.475,82.899
11758112,"\"Recuérdame (Solo) - Inspirado en \"\"Coco\"\"\"",Natalia Lafourcade,Coco (Banda Sonora Original en Español),0.635,0.498,-8.8,0.0428,0.33,0.0,0.716,84.989
11852521,"\"Remember Me (Dúo) - From \"\"Coco\"\"\"","Miguel, Natalia Lafourcade","\"Remember Me (Dúo) [From \"\"Coco\"\"]\"",0.612,0.545,-6.695,0.0335,0.428,0.0,0.562,84.985
13558121,"\"Seperti Cemara - From \"\"Keluarga Cemara\"\"\"","Zara JKT48, Widuri Puteri","\"Seperti Cemara (From \"\"Keluarga Cemara\"\")\"",0.679,0.237,-9.452,0.0282,0.889,0.000142,0.203,120.029
4485946,"\"She Don't Know (From \"\"Blessed\"\")\"","Millind Gaba, Music Mg","\"She Don't Know (From \"\"Blessed\"\")\"",0.735,0.872,-3.053,0.0398,0.58,0.0,0.833,101.995
14599652,"\"Smile (From United Artists Film \"\"Modern Times\"\")\"",Jimmy Durante,Hello Young Lovers,0.417,0.384,-12.048,0.0446,0.814,0.0,0.356,107.3
19337649,"\"Straight To Hell (from Netflix's \"\"Chilling Adventures of Sabrina\"\")\"","LVCRFT, Sabrina Spellman","\"Straight To Hell (from Netflix's \"\"Chilling Adventures of Sabrina\"\")\"",0.816,0.769,-7.311,0.217,0.237,0.000271,0.743,143.994
25917662,"\"Strategie \"\"Yashima\"\"\"",Shiro Sagisu,Evangelion (Original Motion Picture Soundtrack),0.636,0.55,-12.07,0.0292,0.375,0.934,0.75,150.052
11774874,"\"Swordland (From \"\"Sword Art Online\"\")\"",Taylor Davis,"\"Swordland (From \"\"Sword Art Online\"\")\"",0.231,0.694,-5.235,0.0514,0.00443,0.068,0.0762,125.317
13310821,"\"Tam, przez cienisty bór - \"\"Królewna Śnieżka i siedmiu krasnoludków\"\"\"","Envee, Julia Pietrucha","\"Tam, przez cienisty bór (\"\"Królewna Śnieżka i siedmiu krasnoludków\"\")\"",0.545,0.404,-12.855,0.045,0.957,0.394,0.205,80.976
14631213,"\"Thaarame Thaarame - From \"\"Kadaram Kondan\"\"\"","Sid Sriram, Ghibran","\"Thaarame Thaarame (From \"\"Kadaram Kondan\"\")\"",0.6,0.531,-6.5,0.0336,0.687,0.0,0.308,139.911
5472103,"\"The Place Where Lost Things Go - From \"\"Mary Poppins Returns\"\"\"",Emily Blunt,"\"The Place Where Lost Things Go (From \"\"Mary Poppins Returns\"\")\"",0.353,0.0674,-19.18,0.0454,0.961,1.4e-05,0.198,123.331
1048246,"\"The Scientist - From \"\"Fifty Shades Darker (Original Motion Picture Soundtrack)\"\"\"",Corinne Bailey Rae,Fifty Shades Darker (Original Motion Picture Soundtrack),0.441,0.225,-11.081,0.0294,0.785,0.000252,0.148,85.679
17236807,"\"Theerame - From \"\"Malik\"\"\"","Sushin Shyam, K. S. Chithra, Sooraj Santhosh","\"Theerame (From \"\"Malik\"\")\"",0.66,0.194,-12.827,0.032,0.877,2.91e-05,0.285,119.929
17217150,"\"Till My Heartaches End - From \"\"The Significant Other\"\"\"",KZ Tandingan,"\"Till My Heartaches End (From \"\"The Significant Other\"\")\"",0.497,0.375,-6.386,0.0328,0.845,0.0,0.214,130.226
5692390,"\"Tu Laung Main Elaachi (From \"\"Luka Chuppi\"\")\"","Tulsi Kumar, Tanishk Bagchi, Gurmeet Singh","\"Tu Laung Main Elaachi (From \"\"Luka Chuppi\"\")\"",0.77,0.963,-2.129,0.0804,0.11,0.0,0.858,97.998
