title,artist,album,language_id,scaled_vectorized_features_str
Ahçik,"Erkan Oğur, Ismail Hakki Demircioglu",Bilinmeyenle Karşılaşmak,14.0,"3.129143932728957,1.3278203007092921,-3.6857112274336323,0.2894130283999284,3.2033805778350954,1.1697290252681225E-4,1.3587255895713177,2.9985512092491504,1.9389343434947484"
Ai Là Người Thương Em,Quân A.P,Ai Là Người Thương Em,18.0,"1.7629896169845063,2.032772169449498,-1.9495996513660796,0.33307885373746143,2.593872489511877,0.0,1.7078717937026473,6.13133155221543,2.492915584493248"
Ai Mang Cô Đơn Đi,"K-ICM, APJ",Ai Mang Cô Đơn Đi,18.0,"3.584528704643775,2.930861536474692,-1.9592785148835,0.3828375849360456,1.8215980366932543,3.590914867962839E-4,1.897167928472645,5.9258901838788205,2.492915584493248"
Ai Sẽ Thay Em Yêu Lại Anh,Thai Trinh,Ai Sẽ Thay Em Yêu Lại Anh,18.0,"3.070594462054195,1.4292174873089105,-2.5516249621496194,0.2863665754694028,3.269179746460897,5.465546100597777E-4,0.6688463428539924,4.464086443161508,2.492915584493248"
Aidilfitri,Sanisah Huri,Aidilfitri,20.0,"2.8168800891302257,1.9844877948782509,-3.2382711939711766,0.3990853338988486,2.3064340160412686,7.253341554064341E-4,2.393544459647306,4.655194692776959,2.769906204992498"
Ainda Estamos Aqui,Miguel Araújo,Ainda Estamos Aqui,21.0,"3.922814535209067,0.8256628051683235,-3.005148852680169,0.3493266027002644,2.8743847347060854,0.01108433181149269,0.925447769986656,2.631818663089281,2.9084015152421228"
Ainda Gosto de Você,Armandinho,Sol Loiro,21.0,"3.6300671818352566,1.7961787340503876,-2.6401174285946047,0.34018724390868776,1.8735447487662558,0.0,2.3851312981019723,4.961839736366132,2.9084015152421228"
Ainda Sinto,"Diana Lima, T-Rex",Ainda Sinto,21.0,"2.5436492259813357,1.9844877948782509,-1.7977797636214021,0.32597046356623505,2.8847740771206856,0.0,1.531195401250649,3.8286863869583114,2.9084015152421228"
Air Mata Syawal,Dato Sri Siti Nurhaliza,Anugerah Aidilfitri,20.0,"2.6217151868810187,2.100370293849244,-2.209269732590583,0.41431759855147643,2.0397742273998607,0.0,1.5396085627959823,5.760797765324159,2.769906204992498"
Aisyah Istri Rasulullah,Syakir Daulay,Aisyah Istri Rasulullah,20.0,"3.538990227452293,1.6030412357653998,-2.10750339617885,0.3208930420153592,3.334978915086699,1.6549877912090467E-5,2.183215421013975,4.1070139307869455,2.769906204992498"
Akan Bercinta,Janna Nick,Akan Bercinta,20.0,"3.5520012209355736,1.245736863938172,-4.447299516775787,0.6519409271324701,2.8259011367712836,1.2718887654662118E-4,3.1801750641359634,6.974021286468672,2.769906204992498"
Akhir Cerita Cinta,Glenn Fredly,"Selamat Pagi, Dunia!",20.0,"2.5111217422731342,2.7280671632754543,-1.8951214767108855,0.38893049079709674,1.5584013621900463,0.0,1.1147439047566539,4.451706255458317,2.769906204992498"
Akhir Diskusi (Morning Session),Cepi Valentino,Akhir Diskusi (Morning Session),20.0,"3.3373198284614456,0.9463737415964408,-4.375952465704517,0.3208930420153592,2.6077249460646774,0.006946862333470073,0.9002082853506563,2.616613700163672,2.769906204992498"
Akhir Tak Bahagia,Misellia,Akhir Tak Bahagia,20.0,"3.480440756777531,1.0477709281960594,-2.9321425678630555,0.3229240106357096,3.189528121282295,7.968459735450965E-5,1.3166597818446515,4.602674797900888,2.769906204992498"
Ako Nalang (feat. Aundrea Faye),JeffreYumol,Ako Nalang (feat. Aundrea Faye),25.0,"4.417232287573726,1.4050753000232872,-4.170207481219927,0.5057111864672432,2.528073320886075,0.0051590668800035105,1.2367347471639858,3.2080379346944086,3.462382756240622"
Ako Naman Muna,Angela Ken,Ako Naman Muna,25.0,"4.638419176789494,1.245736863938172,-3.935425906183075,0.3655743516630674,2.8501429357386847,0.05669865580993957,0.9002082853506563,3.557403344301633,3.462382756240622"
"Ako, Ikaw, Tayo",Jj Ramos,"Ako, Ikaw, Tayo",25.0,"2.2574073693491647,0.3177111846788051,-4.191777519915892,0.3594814458020163,2.35838072811427,0.0,0.7950437660339909,5.2302980038003914,3.462382756240622"
Akong Nagkamali,Joanna Ampil,Ang Larawan (The Official Soundtrack),25.0,"4.144001424424836,1.8106640464217618,-2.5046133393507213,1.57400068077154,3.0683191264452914,3.24867973829924E-4,2.35147865192064,2.740380703427401,3.462382756240622"
Akrep Gibisin,"Guvenc Dagustun, Ece Dağıstan",Fazıl Say Güz Şarkıları,14.0,"4.872617059488543,1.7623796718505147,-2.0820618120759167,1.0865682118874502,2.427643010878272,4.638052204993254E-4,1.4723032704333163,3.796776889075439,1.9389343434947484"
Akta mannen,1.Cuz,Akta mannen,7.0,"3.45441876981097,2.4045618536480995,-1.7991624584096049,1.5536909945680364,2.5315364350242753,0.0,1.6531862436579812,4.792946077080068,0.9694671717473742"
Aku Bertahan,Rio Febrian,Aku Bertahan,20.0,"3.870770561275945,2.399733416190975,-1.3862897946522208,0.2487936559929209,1.8735447487662558,2.57442545299185E-4,1.2157018433006526,4.8827809039066015,2.769906204992498"
Aku Bukan Untukmu,Rossa,Kembali,20.0,"1.7239566365346648,1.6658109227080207,-2.6191004678139205,0.35745047718166595,2.902089647811686,0.002176002466219302,1.918200832335978,2.8163008967509118,2.769906204992498"
Aku Cuma Punya Hati,Mytha Lestari,Cuma Punya Hati,20.0,"3.916309038467427,1.8541199835358841,-2.075977955007824,0.3655743516630674,2.936720789193687,2.7174490892691755E-5,1.1399833893926536,4.176587098302059,2.769906204992498"
Aku Dan Dirimu (feat. Ari Lasso),Bunga Citra Lestari,Tentang Kamu,20.0,"2.4655832650816527,1.549928423737028,-2.5200995209785932,0.2772272166778261,1.6622947863360493,5.567705840795867E-4,0.6688463428539924,6.276232058995029,2.769906204992498"
Aku Enggan Ke Bandung Bila Kau Tak Ada,Adhitia Sofyan,Aku Enggan Ke Bandung Bila Kau Tak Ada,20.0,"2.0687479638415978,1.7865218591361383,-3.1168705915669626,0.48337053164338917,2.7358601691780815,0.08223859085946189,1.148396550937987,3.2909328816535197,2.769906204992498"
Aku Masih Seperti Yang Dulu,Felix,Menemanimusik,20.0,"4.020396986333671,1.4726734244230328,-2.3171199260704087,0.319877557705184,2.926331446779087,0.0,1.2745939741179853,4.489823284076874,2.769906204992498"
Aku Milikmu Malam Ini,Felix,Menemanimusik,20.0,"3.278770357786683,0.5794124948549637,-3.1030436436849334,0.3604969301121914,2.760101968145482,0.0,1.3208663626173183,4.985205161045393,2.769906204992498"
Aku Pasti Kembali,Pasto,Kembali,20.0,"3.402374795877848,1.4630165495087835,-2.3348184193594057,0.2762117323676509,2.8847740771206856,0.0,2.2589338749219743,4.947890229094931,2.769906204992498"
Aku Sayang Kamu,Harissa Adlynn,Wanita Terindah (Original Motion Picture Soundtrack),20.0,"3.0445724750876346,1.3085065508807934,-2.007949371428242,0.2721497951269502,2.909015876088086,4.10682155596319E-5,1.1862557778919862,2.793528326130676,2.769906204992498"
Aku Sedang Mencintaimu,Maudy Ayunda,Oxygen,20.0,"3.2202208871119207,2.4190471660194737,-1.7562989199753152,0.29956787150168024,1.9220283467010573,1.91038714170427E-5,1.6279467590219814,5.998148631543641,2.769906204992498"
Aku Tanpa CintaMu 2021,"Faizal Tahir, Mirwana",QIBLA,20.0,"2.5956931999144577,2.298336229591356,-1.7416423552203646,0.32190852632553435,2.4068643260490714,0.0,1.8719284438366453,2.533893122045451,2.769906204992498"
Aku Tenang,Fourtwnty,Lelaku,20.0,"2.979517507671232,0.71943718111158,-2.3892965940146,0.39705436527849824,3.1826018930058946,0.0,0.694085827489992,3.962776025602729,2.769906204992498"
