title,artist,album,language_id,scaled_vectorized_features_str
203 - Tauchgang ins Ungewisse - Teil 14,Die drei ???,203/Tauchgang ins Ungewisse,4.0,"4.098462947233354,1.9024043581071313,-4.108539293666078,9.454158927730994,1.416413682523842,0.0,2.309412844193974,2.721130383393144,0.5539812409984995"
203 - Tauchgang ins Ungewisse - Teil 15,Die drei ???,203/Tauchgang ins Ungewisse,4.0,"4.052924470041872,1.5740706110226517,-4.737665422298394,7.382570934973611,1.482212851149644,4.576756360874401E-5,2.141149613287309,3.3401048947845022,0.5539812409984995"
203 - Tauchgang ins Ungewisse - Teil 16,Die drei ???,203/Tauchgang ins Ungewisse,4.0,"4.157012417908116,1.2215946766525487,-5.327799557903388,6.143680076559883,2.285655331212068,0.0,1.8803416053819786,4.774393232409371,0.5539812409984995"
203 - Tauchgang ins Ungewisse - Teil 17,Die drei ???,203/Tauchgang ins Ungewisse,4.0,"4.3586828168989635,1.2022809268240497,-5.545159178608883,9.423694398425738,2.3860856412198705,0.0,2.2336943902859745,4.60490671906428,0.5539812409984995"
203 - Tauchgang ins Ungewisse - Teil 18,Die drei ???,203/Tauchgang ins Ungewisse,4.0,"4.26110036577436,1.6706393601651455,-4.638664475463067,6.752970662664995,1.0354711273218307,0.0,2.6669722098706363,3.637368894733792,0.5539812409984995"
203 - Tauchgang ins Ungewisse - Teil 19,Die drei ???,203/Tauchgang ins Ungewisse,4.0,"3.942331025433988,2.3273068543341044,-4.617647514682383,9.027655517457415,1.2017006059554356,0.0,1.8551021207459788,4.032000455436063,0.5539812409984995"
203 - Tauchgang ins Ungewisse - Teil 20,Die drei ???,203/Tauchgang ins Ungewisse,4.0,"3.4479132730693296,3.0274302856171857,-3.237718116055895,8.499603676166316,0.8761678769646261,0.0,1.1526031317106535,3.1071481233554485,0.5539812409984995"
204 - Der dunkle Wächter - Teil 12,Die drei ???,204/Der dunkle Wächter,4.0,"4.117979437458275,2.2017674804488623,-5.071447944170572,9.606481574257272,0.47098352279521405,2.319026102496627E-5,1.510162497387316,2.975883259933449,0.5539812409984995"
204 - Der dunkle Wächter - Teil 13,Die drei ???,204/Der dunkle Wächter,4.0,"4.501803745215049,2.1196840436777427,-4.580867833316186,9.515087986341506,0.5333195772828159,2.8809046735861185E-5,2.305206263421307,1.8905767204658472,0.5539812409984995"
204 - Der dunkle Wächter - Teil 14,Die drei ???,204/Der dunkle Wächter,4.0,"4.755518118139018,1.9941446697925003,-3.9741413602527564,8.73316506750661,1.34022517148344,0.0,1.1526031317106535,3.943455958032116,0.5539812409984995"
204 - Der dunkle Wächter - Teil 16,Die drei ???,204/Der dunkle Wächter,4.0,"3.617056188351976,1.390589987651913,-4.867362193431825,5.58516370596353,2.0051430860178594,0.0019818989598429327,0.1665805985975981,4.1112685305046615,0.5539812409984995"
